hkjc_team_id,hkjc_name_en,hkjc_event_id,reason,near_count,source_errors,fetched_at
50001196,FC Yokohama,FB5728,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002827,Shonan Bellmare,FB5729,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002343,RB Omiya Ardija,FB5730,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50319129,Tegevajaro Miyazaki,FB5741,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50001550,Hokkaido Consadole Sapporo,FB5741,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50001732,Jubilo Iwata,FB5742,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50003268,Vanraure Hachinohe,FB5742,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50267911,Iwaki FC,FB5744,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50003284,Vegalta Sendai,FB5744,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50000705,Ceuta,FB5794,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002611,Real Sociedad B,FB5794,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002862,Slovenia,FB5747,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002769,Scotland,FB5747,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002985,Stockport,FB5768,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50003385,Wycombe,FB5769,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002585,Reading,FB5769,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50000022,AFC Wimbledon,FB5770,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002466,Plymouth,FB5771,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50000604,Burton Albion,FB5771,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50002641,Rochdale,FB5773,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50000893,Crewe,FB5774,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50000578,Bristol Rovers,FB5777,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50000049,Accrington Stanley,FB5779,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50000630,CF Granada,FB5795,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50001144,FC Andorra,FB5795,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50001536,Heracles,FB5731,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
50003330,Vitesse,FB5731,SOURCE_ERROR,0,"[[""2026-09-24"",""HTTPError"",403],[""2026-09-25"",""HTTPError"",403],[""2026-09-26"",""HTTPError"",403]]",2026-09-24T14:30:51.322739+00:00
