hkjc_event_id,kickoff_hkt,hkjc_team_id,hkjc_team_name,side,verified_history_matches,previous_verified_kickoff,rest_hours,starter_overlap,starters_changed,verified_squad_size,goalkeepers,defenders,midfielders,attackers,future_fixtures_7d,future_fixtures_14d,rotation_evidence_class,depth_evidence_class,congestion_evidence_class,source
FB5713,2026-09-26T02:45:00+08:00,50002470,Poland,HOME,0,,,,,27,0,9,9,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5713,2026-09-26T02:45:00+08:00,50000498,Bosnia-Herzegovina,AWAY,0,,,,,27,0,7,7,9,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5714,2026-09-26T02:45:00+08:00,50001573,Hungary,HOME,0,,,,,27,0,10,7,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5714,2026-09-26T02:45:00+08:00,50003185,Ukraine,AWAY,0,,,,,31,0,9,7,11,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5717,2026-09-26T02:45:00+08:00,50003142,Turkiye,HOME,0,,,,,30,0,8,11,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5717,2026-09-26T02:45:00+08:00,50001268,France,AWAY,0,,,,,24,0,7,7,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5709,2026-09-26T03:00:00+08:00,50001004,Dordrecht,HOME,0,,,,,44,0,9,14,12,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5709,2026-09-26T03:00:00+08:00,50000155,Almere City,AWAY,0,,,,,35,0,13,10,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5758,2026-09-26T03:00:00+08:00,50001051,Egypt,HOME,0,,,,,25,0,8,5,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5758,2026-09-26T03:00:00+08:00,50000180,Angola,AWAY,0,,,,,27,0,9,5,9,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5759,2026-09-26T03:00:00+08:00,50002012,Mali,HOME,0,,,,,27,0,7,9,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5759,2026-09-26T03:00:00+08:00,50000673,Cape Verde Islands,AWAY,0,,,,,27,0,7,7,9,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5762,2026-09-26T03:00:00+08:00,50000138,Algeria,HOME,0,,,,,27,0,9,8,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5762,2026-09-26T03:00:00+08:00,50003409,Zambia,AWAY,0,,,,,23,0,5,6,9,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5788,2026-09-26T03:00:00+08:00,50002168,Morocco,HOME,0,,,,,30,0,10,9,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5788,2026-09-26T03:00:00+08:00,50001326,Gabon,AWAY,0,,,,,25,0,9,6,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5705,2026-09-26T06:28:00+08:00,50002305,Novorizontino,HOME,0,,,,,55,0,14,17,16,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5705,2026-09-26T06:28:00+08:00,50002743,Sao Bernardo,AWAY,0,,,,,39,0,11,13,10,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5704,2026-09-26T06:57:00+08:00,50000796,Colo Colo,HOME,0,,,,,38,0,12,6,14,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5704,2026-09-26T06:57:00+08:00,50000291,Audax Italiano,AWAY,0,,,,,37,0,12,16,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5739,2026-09-26T07:00:00+08:00,50283454,Hartford Athletic,HOME,0,,,,,28,0,7,9,9,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5739,2026-09-26T07:00:00+08:00,50001959,Louisville City,AWAY,0,,,,,28,0,5,13,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5706,2026-09-26T07:28:00+08:00,50003322,Vila Nova,HOME,0,,,,,59,0,17,19,18,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5706,2026-09-26T07:28:00+08:00,50001955,Londrina,AWAY,0,,,,,44,0,12,13,15,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5764,2026-09-26T07:30:00+08:00,50566596,Sporting Club Jacksonville,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5764,2026-09-26T07:30:00+08:00,50283463,Loudoun Utd,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5718,2026-09-26T09:00:00+08:00,50000257,Atlante,HOME,0,,,,,31,0,9,11,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5718,2026-09-26T09:00:00+08:00,50002152,Monterrey,AWAY,0,,,,,28,0,10,8,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5782,2026-09-26T09:00:00+08:00,50325834,El Paso Locomotive,HOME,0,,,,,30,0,11,7,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5782,2026-09-26T09:00:00+08:00,50001193,FC Tulsa,AWAY,0,,,,,29,0,11,8,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5707,2026-09-26T11:00:00+08:00,50003076,Tijuana,HOME,0,,,,,23,0,7,8,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5707,2026-09-26T11:00:00+08:00,50000258,Atlas,AWAY,0,,,,,28,0,9,9,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5720,2026-09-26T14:00:00+08:00,50000761,China AM,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5720,2026-09-26T14:00:00+08:00,50003063,Thailand AM,AWAY,0,,,,,24,0,9,6,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5725,2026-09-26T16:00:00+08:00,50002148,Montedio Yamagata,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5725,2026-09-26T16:00:00+08:00,50002695,Sagan Tosu,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5726,2026-09-26T16:00:00+08:00,50000474,Blaublitz Akita,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5726,2026-09-26T16:00:00+08:00,50000127,Albirex Niigata,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5727,2026-09-26T16:00:00+08:00,50002324,Oita Trinita,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5727,2026-09-26T16:00:00+08:00,50001318,Fujieda MYFC,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5728,2026-09-26T16:00:00+08:00,50001776,Kataller Toyama,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5728,2026-09-26T16:00:00+08:00,50001196,FC Yokohama,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5729,2026-09-26T16:00:00+08:00,50001167,FC Imabari,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5729,2026-09-26T16:00:00+08:00,50002827,Shonan Bellmare,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5730,2026-09-26T16:00:00+08:00,50002343,RB Omiya Ardija,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5730,2026-09-26T16:00:00+08:00,50003298,Ventforet Kofu,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5741,2026-09-26T16:00:00+08:00,50319129,Tegevajaro Miyazaki,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5741,2026-09-26T16:00:00+08:00,50001550,Hokkaido Consadole Sapporo,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5742,2026-09-26T16:00:00+08:00,50001732,Jubilo Iwata,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5742,2026-09-26T16:00:00+08:00,50003268,Vanraure Hachinohe,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5743,2026-09-26T16:00:00+08:00,50003085,Tokushima Vortis,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5743,2026-09-26T16:00:00+08:00,50003083,Tochigi City,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5744,2026-09-26T16:00:00+08:00,50267911,Iwaki FC,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5744,2026-09-26T16:00:00+08:00,50003284,Vegalta Sendai,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5721,2026-09-26T18:30:00+08:00,50001685,Japan AM,HOME,0,,,,,23,0,7,9,3,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5721,2026-09-26T18:30:00+08:00,50001803,Korea DPR AM,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5794,2026-09-26T20:00:00+08:00,50000705,Ceuta,HOME,0,,,,,38,0,10,12,12,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5794,2026-09-26T20:00:00+08:00,50002611,Real Sociedad B,AWAY,0,,,,,28,0,11,8,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5747,2026-09-26T21:00:00+08:00,50002862,Slovenia,HOME,0,,,,,26,0,9,7,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5747,2026-09-26T21:00:00+08:00,50002769,Scotland,AWAY,0,,,,,26,0,10,5,8,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5768,2026-09-26T22:00:00+08:00,50002985,Stockport,HOME,0,,,,,28,0,8,9,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5768,2026-09-26T22:00:00+08:00,50002449,Peterborough,AWAY,0,,,,,34,0,11,12,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5769,2026-09-26T22:00:00+08:00,50003385,Wycombe,HOME,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5769,2026-09-26T22:00:00+08:00,50002585,Reading,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5770,2026-09-26T22:00:00+08:00,50000654,Cambridge Utd,HOME,0,,,,,30,0,6,14,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5770,2026-09-26T22:00:00+08:00,50000022,AFC Wimbledon,AWAY,0,,,,,30,0,7,12,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5771,2026-09-26T22:00:00+08:00,50002466,Plymouth,HOME,0,,,,,25,0,7,10,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5771,2026-09-26T22:00:00+08:00,50000604,Burton Albion,AWAY,0,,,,,27,0,6,12,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5772,2026-09-26T22:00:00+08:00,50002256,Newport County,HOME,0,,,,,39,0,14,14,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5772,2026-09-26T22:00:00+08:00,50001462,Grimsby,AWAY,0,,,,,33,0,9,12,8,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5773,2026-09-26T22:00:00+08:00,50001248,Fleetwood,HOME,0,,,,,36,0,10,12,9,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5773,2026-09-26T22:00:00+08:00,50002641,Rochdale,AWAY,0,,,,,33,0,8,11,10,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5774,2026-09-26T22:00:00+08:00,50002660,Rotherham,HOME,0,,,,,34,0,10,15,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5774,2026-09-26T22:00:00+08:00,50000893,Crewe,AWAY,0,,,,,0,0,0,0,0,0,0,INSUFFICIENT_HISTORY,NO_VERIFIED_SQUAD,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5775,2026-09-26T22:00:00+08:00,50000732,Cheltenham,HOME,0,,,,,24,0,7,7,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5775,2026-09-26T22:00:00+08:00,50000738,Chesterfield,AWAY,0,,,,,30,0,9,10,8,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5776,2026-09-26T22:00:00+08:00,50003113,Tranmere,HOME,0,,,,,33,0,11,10,8,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5776,2026-09-26T22:00:00+08:00,50003349,Walsall,AWAY,0,,,,,32,0,10,12,6,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5777,2026-09-26T22:00:00+08:00,50000578,Bristol Rovers,HOME,0,,,,,24,0,8,9,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5777,2026-09-26T22:00:00+08:00,50001142,Exeter City,AWAY,0,,,,,29,0,9,12,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5778,2026-09-26T22:00:00+08:00,50002829,Shrewsbury,HOME,0,,,,,32,0,11,14,4,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5778,2026-09-26T22:00:00+08:00,50000793,Colchester,AWAY,0,,,,,26,0,9,6,8,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5779,2026-09-26T22:00:00+08:00,50003017,Swindon,HOME,0,,,,,39,0,13,12,11,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5779,2026-09-26T22:00:00+08:00,50000049,Accrington Stanley,AWAY,0,,,,,28,0,7,11,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5784,2026-09-26T22:00:00+08:00,50003402,York City,HOME,0,,,,,29,0,10,11,5,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5784,2026-09-26T22:00:00+08:00,50001419,Gillingham,AWAY,0,,,,,39,0,8,17,9,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5795,2026-09-26T22:15:00+08:00,50000630,CF Granada,HOME,0,,,,,25,0,10,5,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5795,2026-09-26T22:15:00+08:00,50001144,FC Andorra,AWAY,0,,,,,32,0,10,10,7,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5731,2026-09-26T22:30:00+08:00,50001536,Heracles,HOME,0,,,,,36,0,12,10,10,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
FB5731,2026-09-26T22:30:00+08:00,50003330,Vitesse,AWAY,0,,,,,41,0,15,10,9,0,0,INSUFFICIENT_HISTORY,FACT,FACT_CURRENT_HKJC_UNIVERSE,phase2_hkjc_current+phase2_player_master
