fetched_at_hkt,hkjc_event_id,kickoff_hkt,home_id,away_id,home,away,h2h_games,home_wins,draws,away_wins,home_goals,away_goals,avg_total_goals,last5,meetings_json,source,quality
2026-09-25T09:40:04+08:00,FB5726,2026-09-26T16:00:00+08:00,50000474,50000127,Blaublitz Akita,Albirex Niigata,5,2,0,3,3,8,2.20,AAHHA,"[{""source_event_id"":4469278,""date"":""2024-05-22T10:00:00.000Z"",""tournament"":""League Cup"",""home"":""Blaublitz Akita"",""away"":""Albirex Niigata"",""home_team_id"":""194015"",""away_team_id"":""4425"",""home_goals"":0,""away_goals"":2,""current_home_goals"":0,""current_away_goals"":2,""result"":""A""},{""source_event_id"":3810365,""date"":""2022-06-19T05:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Albirex Niigata"",""away"":""Blaublitz Akita"",""home_team_id"":""4425"",""away_team_id"":""194015"",""home_goals"":3,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":3,""result"":""A""},{""source_event_id"":3791201,""date"":""2022-03-13T04:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Blaublitz Akita"",""away"":""Albirex Niigata"",""home_team_id"":""194015"",""away_team_id"":""4425"",""home_goals"":1,""away_goals"":0,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":3521375,""date"":""2021-10-23T05:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Albirex Niigata"",""away"":""Blaublitz Akita"",""home_team_id"":""4425"",""away_team_id"":""194015"",""home_goals"":1,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":1,""result"":""H""},{""source_event_id"":3521208,""date"":""2021-06-21T10:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Blaublitz Akita"",""away"":""Albirex Niigata"",""home_team_id"":""194015"",""away_team_id"":""4425"",""home_goals"":0,""away_goals"":2,""current_home_goals"":0,""current_away_goals"":2,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5727,2026-09-26T16:00:00+08:00,50002324,50001318,Oita Trinita,Fujieda MYFC,5,3,2,0,6,2,1.60,DDHHH,"[{""source_event_id"":4691601,""date"":""2025-09-13T09:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Fujieda MYFC"",""away"":""Oita Trinita"",""home_team_id"":""305776"",""away_team_id"":""4427"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":4691371,""date"":""2025-03-23T05:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Oita Trinita"",""away"":""Fujieda MYFC"",""home_team_id"":""4427"",""away_team_id"":""305776"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":4410887,""date"":""2024-09-28T10:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Oita Trinita"",""away"":""Fujieda MYFC"",""home_team_id"":""4427"",""away_team_id"":""305776"",""home_goals"":2,""away_goals"":0,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4410588,""date"":""2024-03-10T05:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Fujieda MYFC"",""away"":""Oita Trinita"",""home_team_id"":""305776"",""away_team_id"":""4427"",""home_goals"":0,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4107686,""date"":""2023-08-12T10:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Oita Trinita"",""away"":""Fujieda MYFC"",""home_team_id"":""4427"",""away_team_id"":""305776"",""home_goals"":1,""away_goals"":0,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5728,2026-09-26T16:00:00+08:00,50001776,50001196,Kataller Toyama,FC Yokohama,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5729,2026-09-26T16:00:00+08:00,50001167,50002827,FC Imabari,Shonan Bellmare,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5730,2026-09-26T16:00:00+08:00,50002343,50003298,RB Omiya Ardija,Ventforet Kofu,5,1,0,4,3,7,2.00,AAAHA,"[{""source_event_id"":5130782,""date"":""2026-04-29T05:00:00.000Z"",""tournament"":""J. League 2/3 100 Year Vision League East-B"",""home"":""RB Omiya Ardija"",""away"":""Ventforet Kofu"",""home_team_id"":""4398"",""away_team_id"":""8539"",""home_goals"":1,""away_goals"":2,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":5130754,""date"":""2026-03-28T05:00:00.000Z"",""tournament"":""J. League 2/3 100 Year Vision League East-B"",""home"":""Ventforet Kofu"",""away"":""RB Omiya Ardija"",""home_team_id"":""8539"",""away_team_id"":""4398"",""home_goals"":2,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":4691572,""date"":""2025-07-12T09:30:00.000Z"",""tournament"":""J. League 2"",""home"":""Ventforet Kofu"",""away"":""RB Omiya Ardija"",""home_team_id"":""8539"",""away_team_id"":""4398"",""home_goals"":1,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":4691359,""date"":""2025-02-22T05:00:00.000Z"",""tournament"":""J. League 2"",""home"":""RB Omiya Ardija"",""away"":""Ventforet Kofu"",""home_team_id"":""4398"",""away_team_id"":""8539"",""home_goals"":1,""away_goals"":0,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4107838,""date"":""2023-10-29T05:00:00.000Z"",""tournament"":""J. League 2"",""home"":""RB Omiya Ardija"",""away"":""Ventforet Kofu"",""home_team_id"":""4398"",""away_team_id"":""8539"",""home_goals"":0,""away_goals"":2,""current_home_goals"":0,""current_away_goals"":2,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5741,2026-09-26T16:00:00+08:00,50319129,50001550,Tegevajaro Miyazaki,Hokkaido Consadole Sapporo,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5742,2026-09-26T16:00:00+08:00,50001732,50003268,Jubilo Iwata,Vanraure Hachinohe,1,1,0,0,6,0,6.00,H,"[{""source_event_id"":3090932,""date"":""2019-08-14T10:00:00.000Z"",""tournament"":""Cup"",""home"":""Júbilo Iwata"",""away"":""Vanraure Hachinohe"",""home_team_id"":""8065"",""away_team_id"":""584880"",""home_goals"":6,""away_goals"":0,""current_home_goals"":6,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5743,2026-09-26T16:00:00+08:00,50003085,50003083,Tokushima Vortis,Tochigi City,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5744,2026-09-26T16:00:00+08:00,50267911,50003284,Iwaki FC,Vegalta Sendai,5,1,1,3,5,8,2.60,HAAAD,"[{""source_event_id"":4691699,""date"":""2025-11-29T05:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Vegalta Sendai"",""away"":""Iwaki FC"",""home_team_id"":""162192"",""away_team_id"":""860934"",""home_goals"":0,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4691496,""date"":""2025-05-25T04:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Iwaki FC"",""away"":""Vegalta Sendai"",""home_team_id"":""860934"",""away_team_id"":""162192"",""home_goals"":1,""away_goals"":2,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":4410847,""date"":""2024-08-31T10:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Vegalta Sendai"",""away"":""Iwaki FC"",""home_team_id"":""162192"",""away_team_id"":""860934"",""home_goals"":2,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":2,""result"":""A""},{""source_event_id"":4410700,""date"":""2024-06-02T04:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Iwaki FC"",""away"":""Vegalta Sendai"",""home_team_id"":""860934"",""away_team_id"":""162192"",""home_goals"":1,""away_goals"":2,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":4107782,""date"":""2023-10-08T05:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Iwaki FC"",""away"":""Vegalta Sendai"",""home_team_id"":""860934"",""away_team_id"":""162192"",""home_goals"":2,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":2,""result"":""D""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5721,2026-09-26T18:30:00+08:00,50001685,50001803,Japan AM,Korea DPR AM,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5794,2026-09-26T20:00:00+08:00,50000705,50002611,Ceuta,Real Sociedad B,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5747,2026-09-26T21:00:00+08:00,50002862,50002769,Slovenia,Scotland,3,0,2,1,3,4,2.33,DAD,"[{""source_event_id"":2059448,""date"":""2017-10-08T16:00:00.000Z"",""tournament"":""World Cup Qualification UEFA 1st Round Grp. F"",""home"":""Slovenia"",""away"":""Scotland"",""home_team_id"":""5787"",""away_team_id"":""8498"",""home_goals"":2,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":2,""result"":""D""},{""source_event_id"":2059433,""date"":""2017-03-26T18:50:00.000Z"",""tournament"":""World Cup Qualification UEFA 1st Round Grp. F"",""home"":""Scotland"",""away"":""Slovenia"",""home_team_id"":""8498"",""away_team_id"":""5787"",""home_goals"":1,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":1142390,""date"":""2012-02-29T19:45:00.000Z"",""tournament"":""Friendlies"",""home"":""Slovenia"",""away"":""Scotland"",""home_team_id"":""5787"",""away_team_id"":""8498"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5768,2026-09-26T22:00:00+08:00,50002985,50002449,Stockport,Peterborough,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5769,2026-09-26T22:00:00+08:00,50003385,50002585,Wycombe,Reading,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5770,2026-09-26T22:00:00+08:00,50000654,50000022,Cambridge Utd,AFC Wimbledon,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5771,2026-09-26T22:00:00+08:00,50002466,50000604,Plymouth,Burton Albion,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5772,2026-09-26T22:00:00+08:00,50002256,50001462,Newport County,Grimsby,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5773,2026-09-26T22:00:00+08:00,50001248,50002641,Fleetwood,Rochdale,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5774,2026-09-26T22:00:00+08:00,50002660,50000893,Rotherham,Crewe,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5775,2026-09-26T22:00:00+08:00,50000732,50000738,Cheltenham,Chesterfield,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5776,2026-09-26T22:00:00+08:00,50003113,50003349,Tranmere,Walsall,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5777,2026-09-26T22:00:00+08:00,50000578,50001142,Bristol Rovers,Exeter City,5,1,0,4,5,9,2.80,AAAHA,"[{""source_event_id"":4520304,""date"":""2025-04-12T14:00:00.000Z"",""tournament"":""League One"",""home"":""Bristol Rovers"",""away"":""Exeter City"",""home_team_id"":""10104"",""away_team_id"":""9833"",""home_goals"":1,""away_goals"":2,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":4520065,""date"":""2024-12-26T15:00:00.000Z"",""tournament"":""League One"",""home"":""Exeter City"",""away"":""Bristol Rovers"",""home_team_id"":""9833"",""away_team_id"":""10104"",""home_goals"":3,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":3,""result"":""A""},{""source_event_id"":4526016,""date"":""2024-10-29T19:00:00.000Z"",""tournament"":""EFL Trophy Southern Grp. G"",""home"":""Bristol Rovers"",""away"":""Exeter City"",""home_team_id"":""10104"",""away_team_id"":""9833"",""home_goals"":2,""away_goals"":3,""current_home_goals"":2,""current_away_goals"":3,""result"":""A""},{""source_event_id"":4203325,""date"":""2024-02-03T15:00:00.000Z"",""tournament"":""League One"",""home"":""Exeter City"",""away"":""Bristol Rovers"",""home_team_id"":""9833"",""away_team_id"":""10104"",""home_goals"":0,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4202919,""date"":""2024-01-23T19:45:00.000Z"",""tournament"":""League One"",""home"":""Bristol Rovers"",""away"":""Exeter City"",""home_team_id"":""10104"",""away_team_id"":""9833"",""home_goals"":0,""away_goals"":1,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5778,2026-09-26T22:00:00+08:00,50002829,50000793,Shrewsbury,Colchester,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5779,2026-09-26T22:00:00+08:00,50003017,50000049,Swindon,Accrington Stanley,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5784,2026-09-26T22:00:00+08:00,50003402,50001419,York City,Gillingham,2,0,2,0,1,1,1.00,DD,"[{""source_event_id"":1230843,""date"":""2013-02-12T19:45:00.000Z"",""tournament"":""League Two"",""home"":""York City"",""away"":""Gillingham"",""home_team_id"":""9916"",""away_team_id"":""10173"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":1230929,""date"":""2013-01-26T15:00:00.000Z"",""tournament"":""League Two"",""home"":""Gillingham"",""away"":""York City"",""home_team_id"":""10173"",""away_team_id"":""9916"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5795,2026-09-26T22:15:00+08:00,50000630,50001144,CF Granada,FC Andorra,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,HISTORY_PARTIAL
2026-09-25T09:40:04+08:00,FB5731,2026-09-26T22:30:00+08:00,50001536,50003330,Heracles,Vitesse,5,1,1,3,4,8,2.40,HADAA,"[{""source_event_id"":4216551,""date"":""2024-02-10T20:00:00.000Z"",""tournament"":""Eredivisie"",""home"":""Heracles"",""away"":""Vitesse"",""home_team_id"":""9791"",""away_team_id"":""8277"",""home_goals"":3,""away_goals"":2,""current_home_goals"":3,""current_away_goals"":2,""result"":""H""},{""source_event_id"":4216504,""date"":""2023-12-10T15:45:00.000Z"",""tournament"":""Eredivisie"",""home"":""Vitesse"",""away"":""Heracles"",""home_team_id"":""8277"",""away_team_id"":""9791"",""home_goals"":2,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":2,""result"":""A""},{""source_event_id"":3602693,""date"":""2022-03-13T13:30:00.000Z"",""tournament"":""Eredivisie"",""home"":""Heracles"",""away"":""Vitesse"",""home_team_id"":""9791"",""away_team_id"":""8277"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":3602687,""date"":""2021-12-12T13:30:00.000Z"",""tournament"":""Eredivisie"",""home"":""Vitesse"",""away"":""Heracles"",""home_team_id"":""8277"",""away_team_id"":""9791"",""home_goals"":2,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":3377593,""date"":""2021-01-09T19:00:00.000Z"",""tournament"":""Eredivisie"",""home"":""Heracles"",""away"":""Vitesse"",""home_team_id"":""9791"",""away_team_id"":""8277"",""home_goals"":0,""away_goals"":2,""current_home_goals"":0,""current_away_goals"":2,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5745,2026-09-26T23:00:00+08:00,50001355,50001453,Georgia U21,Greece U21,2,0,0,2,0,6,3.00,AA,"[{""source_event_id"":4785953,""date"":""2025-11-14T15:00:00.000Z"",""tournament"":""EURO U21 Qualification Grp. F"",""home"":""Greece U21"",""away"":""Georgia U21"",""home_team_id"":""5843"",""away_team_id"":""5855"",""home_goals"":3,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":3,""result"":""A""},{""source_event_id"":3049913,""date"":""2019-06-06T16:00:00.000Z"",""tournament"":""Friendlies U21"",""home"":""Greece U21"",""away"":""Georgia U21"",""home_team_id"":""5843"",""away_team_id"":""5855"",""home_goals"":3,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":3,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5781,2026-09-26T23:00:00+08:00,50000897,50001575,Croatia U21,Hungary U21,3,3,0,0,9,3,4.00,HHH,"[{""source_event_id"":4785767,""date"":""2025-11-18T19:00:00.000Z"",""tournament"":""EURO U21 Qualification Grp. H"",""home"":""Hungary U21"",""away"":""Croatia U21"",""home_team_id"":""5838"",""away_team_id"":""5848"",""home_goals"":0,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""},{""source_event_id"":3150358,""date"":""2019-10-11T18:00:00.000Z"",""tournament"":""Friendlies U21"",""home"":""Hungary U21"",""away"":""Croatia U21"",""home_team_id"":""5838"",""away_team_id"":""5848"",""home_goals"":1,""away_goals"":4,""current_home_goals"":4,""current_away_goals"":1,""result"":""H""},{""source_event_id"":999016,""date"":""2011-03-28T15:00:00.000Z"",""tournament"":""Friendlies U21"",""home"":""Croatia U21"",""away"":""Hungary U21"",""home_team_id"":""5848"",""away_team_id"":""5838"",""home_goals"":3,""away_goals"":2,""current_home_goals"":3,""current_away_goals"":2,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5751,2026-09-27T00:00:00+08:00,50002719,50001242,San Marino,Finland,4,0,0,4,1,17,4.50,AAAA,"[{""source_event_id"":4044807,""date"":""2023-11-20T19:45:00.000Z"",""tournament"":""EURO Qualification Grp. H"",""home"":""San Marino"",""away"":""Finland"",""home_team_id"":""6035"",""away_team_id"":""7871"",""home_goals"":1,""away_goals"":2,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":4044788,""date"":""2023-06-19T16:00:00.000Z"",""tournament"":""EURO Qualification Grp. H"",""home"":""Finland"",""away"":""San Marino"",""home_team_id"":""7871"",""away_team_id"":""6035"",""home_goals"":6,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":6,""result"":""A""},{""source_event_id"":812944,""date"":""2011-06-03T18:30:00.000Z"",""tournament"":""EURO Qualification Grp. H"",""home"":""San Marino"",""away"":""Finland"",""home_team_id"":""6035"",""away_team_id"":""7871"",""home_goals"":0,""away_goals"":1,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":812940,""date"":""2010-11-17T16:30:00.000Z"",""tournament"":""EURO Qualification Grp. H"",""home"":""Finland"",""away"":""San Marino"",""home_team_id"":""7871"",""away_team_id"":""6035"",""home_goals"":8,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":8,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5753,2026-09-27T00:00:00+08:00,50001583,50001123,Iceland,Estonia,4,1,3,0,3,2,1.25,DDDH,"[{""source_event_id"":4071358,""date"":""2023-01-08T17:00:00.000Z"",""tournament"":""Friendlies"",""home"":""Iceland"",""away"":""Estonia"",""home_team_id"":""8536"",""away_team_id"":""8261"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":2959879,""date"":""2019-01-15T16:45:00.000Z"",""tournament"":""Friendlies"",""home"":""Estonia"",""away"":""Iceland"",""home_team_id"":""8261"",""away_team_id"":""8536"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":1866698,""date"":""2015-03-31T16:10:00.000Z"",""tournament"":""Friendlies"",""home"":""Estonia"",""away"":""Iceland"",""home_team_id"":""8261"",""away_team_id"":""8536"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":1680492,""date"":""2014-06-04T19:15:00.000Z"",""tournament"":""Friendlies"",""home"":""Iceland"",""away"":""Estonia"",""home_team_id"":""8536"",""away_team_id"":""8261"",""home_goals"":1,""away_goals"":0,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5754,2026-09-27T00:00:00+08:00,50000593,50001972,Bulgaria,Luxembourg,5,2,3,0,6,4,2.00,HDDDH,"[{""source_event_id"":4422094,""date"":""2024-11-15T19:45:00.000Z"",""tournament"":""UEFA Nations League C Grp. 4"",""home"":""Luxembourg"",""away"":""Bulgaria"",""home_team_id"":""5792"",""away_team_id"":""10150"",""home_goals"":0,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4422090,""date"":""2024-10-12T16:00:00.000Z"",""tournament"":""UEFA Nations League C Grp. 4"",""home"":""Bulgaria"",""away"":""Luxembourg"",""home_team_id"":""10150"",""away_team_id"":""5792"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":4014847,""date"":""2022-11-20T14:00:00.000Z"",""tournament"":""Friendlies"",""home"":""Luxembourg"",""away"":""Bulgaria"",""home_team_id"":""5792"",""away_team_id"":""10150"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":2059294,""date"":""2017-10-10T18:45:00.000Z"",""tournament"":""World Cup Qualification UEFA 1st Round Grp. A"",""home"":""Luxembourg"",""away"":""Bulgaria"",""home_team_id"":""5792"",""away_team_id"":""10150"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":2059267,""date"":""2016-09-06T18:45:00.000Z"",""tournament"":""World Cup Qualification UEFA 1st Round Grp. A"",""home"":""Bulgaria"",""away"":""Luxembourg"",""home_team_id"":""10150"",""away_team_id"":""5792"",""home_goals"":4,""away_goals"":3,""current_home_goals"":4,""current_away_goals"":3,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5767,2026-09-27T00:00:00+08:00,50001224,50001782,Faroe Islands,Kazakhstan,3,1,1,1,3,3,2.00,HDA,"[{""source_event_id"":5031673,""date"":""2025-11-18T17:00:00.000Z"",""tournament"":""Friendlies"",""home"":""Faroe Islands"",""away"":""Kazakhstan"",""home_team_id"":""8269"",""away_team_id"":""8265"",""home_goals"":1,""away_goals"":0,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":1138891,""date"":""2013-10-11T17:00:00.000Z"",""tournament"":""World Cup Qualification UEFA 1st round grp. C"",""home"":""Faroe Islands"",""away"":""Kazakhstan"",""home_team_id"":""8269"",""away_team_id"":""8265"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":1138882,""date"":""2013-09-06T15:00:00.000Z"",""tournament"":""World Cup Qualification UEFA 1st round grp. C"",""home"":""Kazakhstan"",""away"":""Faroe Islands"",""home_team_id"":""8265"",""away_team_id"":""8269"",""home_goals"":2,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5790,2026-09-27T00:00:00+08:00,50003187,50003144,Ukraine U21,Turkiye U21,4,1,2,1,4,3,1.75,ADDH,"[{""source_event_id"":4785766,""date"":""2025-11-14T17:00:00.000Z"",""tournament"":""EURO U21 Qualification Grp. H"",""home"":""Turkiye U21"",""away"":""Ukraine U21"",""home_team_id"":""5845"",""away_team_id"":""6658"",""home_goals"":1,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":3593797,""date"":""2021-06-02T17:00:00.000Z"",""tournament"":""Friendlies U21"",""home"":""Turkiye U21"",""away"":""Ukraine U21"",""home_team_id"":""5845"",""away_team_id"":""6658"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":2472560,""date"":""2017-03-24T14:00:00.000Z"",""tournament"":""Friendlies U21"",""home"":""Turkiye U21"",""away"":""Ukraine U21"",""home_team_id"":""5845"",""away_team_id"":""6658"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":1863147,""date"":""2014-11-13T13:00:00.000Z"",""tournament"":""Friendlies U21"",""home"":""Ukraine U21"",""away"":""Turkiye U21"",""home_team_id"":""6658"",""away_team_id"":""5845"",""home_goals"":2,""away_goals"":0,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5809,2026-09-27T00:00:00+08:00,50621165,50240645,Italy Women U20,Colombia Women U20,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5780,2026-09-27T00:30:00+08:00,50002326,50002707,Oldham,Salford City,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
