fetched_at_hkt,hkjc_event_id,kickoff_hkt,home_id,away_id,home,away,h2h_games,home_wins,draws,away_wins,home_goals,away_goals,avg_total_goals,last5,meetings_json,source,quality
2026-09-25T09:40:04+08:00,FB5708,2026-09-26T02:30:00+08:00,50001424,50000121,Girona,Albacete,5,3,1,1,8,3,2.20,HHDAH,"[{""source_event_id"":null,""date"":""{'utcTime': '2021-03-28T14:00:00.000Z'}"",""tournament"":""LaLiga2"",""home"":""Girona"",""away"":""Albacete"",""home_team_id"":""7732"",""away_team_id"":""8393"",""home_goals"":2,""away_goals"":1,""current_home_goals"":2,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2020-12-06T17:15:00.000Z'}"",""tournament"":""LaLiga2"",""home"":""Albacete"",""away"":""Girona"",""home_team_id"":""8393"",""away_team_id"":""7732"",""home_goals"":0,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2020-03-07T15:00:00.000Z'}"",""tournament"":""LaLiga2"",""home"":""Girona"",""away"":""Albacete"",""home_team_id"":""7732"",""away_team_id"":""8393"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2019-08-23T20:00:00.000Z'}"",""tournament"":""LaLiga2"",""home"":""Albacete"",""away"":""Girona"",""home_team_id"":""8393"",""away_team_id"":""7732"",""home_goals"":1,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":null,""date"":""{'utcTime': '2016-04-23T16:00:00.000Z'}"",""tournament"":""LaLiga2"",""home"":""Albacete"",""away"":""Girona"",""home_team_id"":""8393"",""away_team_id"":""7732"",""home_goals"":0,""away_goals"":3,""current_home_goals"":3,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5710,2026-09-26T02:45:00+08:00,50001655,50000438,Italy,Belgium,5,4,1,0,9,4,2.60,HDHHH,"[{""source_event_id"":null,""date"":""{'utcTime': '2024-11-14T19:45:00.000Z'}"",""tournament"":""UEFA Nations League A Grp. 1"",""home"":""Belgium"",""away"":""Italy"",""home_team_id"":""8263"",""away_team_id"":""8204"",""home_goals"":0,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2024-10-10T18:45:00.000Z'}"",""tournament"":""UEFA Nations League A Grp. 1"",""home"":""Italy"",""away"":""Belgium"",""home_team_id"":""8204"",""away_team_id"":""8263"",""home_goals"":2,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":2,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2021-10-10T13:00:00.000Z'}"",""tournament"":""UEFA Nations League A Grp. 1"",""home"":""Italy"",""away"":""Belgium"",""home_team_id"":""8204"",""away_team_id"":""8263"",""home_goals"":2,""away_goals"":1,""current_home_goals"":2,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2021-07-02T19:00:00.000Z'}"",""tournament"":""EURO"",""home"":""Belgium"",""away"":""Italy"",""home_team_id"":""8263"",""away_team_id"":""8204"",""home_goals"":1,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2016-06-13T19:00:00.000Z'}"",""tournament"":""EURO"",""home"":""Belgium"",""away"":""Italy"",""home_team_id"":""8263"",""away_team_id"":""8204"",""home_goals"":0,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5711,2026-09-26T02:45:00+08:00,50002150,50000915,Montenegro,Cyprus,3,2,1,0,6,0,2.00,HHD,"[{""source_event_id"":null,""date"":""{'utcTime': '2020-11-17T19:45:00.000Z'}"",""tournament"":""UEFA Nations League C Grp. 2"",""home"":""Montenegro"",""away"":""Cyprus"",""home_team_id"":""49437"",""away_team_id"":""5793"",""home_goals"":4,""away_goals"":0,""current_home_goals"":4,""current_away_goals"":0,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2020-09-05T16:00:00.000Z'}"",""tournament"":""UEFA Nations League C Grp. 2"",""home"":""Cyprus"",""away"":""Montenegro"",""home_team_id"":""5793"",""away_team_id"":""49437"",""home_goals"":0,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2018-03-23T16:00:00.000Z'}"",""tournament"":""Friendlies"",""home"":""Cyprus"",""away"":""Montenegro"",""home_team_id"":""5793"",""away_team_id"":""49437"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5712,2026-09-26T02:45:00+08:00,50003010,50002649,Sweden,Romania,4,2,1,1,6,4,2.50,HHAD,"[{""source_event_id"":null,""date"":""{'utcTime': '2019-11-15T19:45:00.000Z'}"",""tournament"":""EURO Qualification Grp. F"",""home"":""Romania"",""away"":""Sweden"",""home_team_id"":""9730"",""away_team_id"":""8520"",""home_goals"":0,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2019-03-23T17:00:00.000Z'}"",""tournament"":""EURO Qualification Grp. F"",""home"":""Sweden"",""away"":""Romania"",""home_team_id"":""8520"",""away_team_id"":""9730"",""home_goals"":2,""away_goals"":1,""current_home_goals"":2,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2018-03-27T18:30:00.000Z'}"",""tournament"":""Friendlies"",""home"":""Romania"",""away"":""Sweden"",""home_team_id"":""9730"",""away_team_id"":""8520"",""home_goals"":1,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":null,""date"":""{'utcTime': '1994-07-10T19:30:00.000Z'}"",""tournament"":""World Cup Quarter Finals"",""home"":""Romania"",""away"":""Sweden"",""home_team_id"":""9730"",""away_team_id"":""8520"",""home_goals"":2,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":2,""result"":""D""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5713,2026-09-26T02:45:00+08:00,50002470,50000498,Poland,Bosnia-Herzegovina,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5714,2026-09-26T02:45:00+08:00,50001573,50003185,Hungary,Ukraine,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5717,2026-09-26T02:45:00+08:00,50003142,50001268,Turkiye,France,2,1,1,0,3,1,2.00,DH,"[{""source_event_id"":null,""date"":""{'utcTime': '2019-10-14T18:45:00.000Z'}"",""tournament"":""EURO Qualification Grp. H"",""home"":""France"",""away"":""Turkiye"",""home_team_id"":""6723"",""away_team_id"":""6595"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2019-06-08T18:45:00.000Z'}"",""tournament"":""EURO Qualification Grp. H"",""home"":""Turkiye"",""away"":""France"",""home_team_id"":""6595"",""away_team_id"":""6723"",""home_goals"":2,""away_goals"":0,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5709,2026-09-26T03:00:00+08:00,50001004,50000155,Dordrecht,Almere City,2,0,0,2,1,5,3.00,AA,"[{""kickoff_hkt"":""2026-04-18T02:00:00+08:00"",""tournament"":""DF2"",""home"":""Almere City"",""away"":""Dordrecht"",""home_goals"":4,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":4,""result"":""A"",""hkjc_event_id"":""FB7624"",""match_id"":""50066963""},{""kickoff_hkt"":""2025-11-04T03:00:00+08:00"",""tournament"":""DF2"",""home"":""Dordrecht"",""away"":""Almere City"",""home_goals"":0,""away_goals"":1,""current_home_goals"":0,""current_away_goals"":1,""result"":""A"",""hkjc_event_id"":""FB8900"",""match_id"":""50056322""}]",HKJC accumulated matchResult history,H2H_OK
2026-09-25T09:40:04+08:00,FB5758,2026-09-26T03:00:00+08:00,50001051,50000180,Egypt,Angola,3,1,2,0,3,2,1.67,DDH,"[{""source_event_id"":null,""date"":""{'utcTime': '2025-12-29T16:00:00.000Z'}"",""tournament"":""Africa Cup of Nations Grp. B"",""home"":""Angola"",""away"":""Egypt"",""home_team_id"":""6712"",""away_team_id"":""10255"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2021-11-12T19:00:00.000Z'}"",""tournament"":""World Cup Qualification CAF 2nd round grp. F"",""home"":""Angola"",""away"":""Egypt"",""home_team_id"":""6712"",""away_team_id"":""10255"",""home_goals"":2,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":2,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2021-09-01T19:00:00.000Z'}"",""tournament"":""World Cup Qualification CAF 2nd round grp. F"",""home"":""Egypt"",""away"":""Angola"",""home_team_id"":""10255"",""away_team_id"":""6712"",""home_goals"":1,""away_goals"":0,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5759,2026-09-26T03:00:00+08:00,50002012,50000673,Mali,Cape Verde Islands,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5762,2026-09-26T03:00:00+08:00,50000138,50003409,Algeria,Zambia,4,1,1,2,9,7,4.00,DHAA,"[{""source_event_id"":null,""date"":""{'utcTime': '2021-03-25T19:00:00.000Z'}"",""tournament"":""Africa Cup of Nations Qualification Grp. I"",""home"":""Zambia"",""away"":""Algeria"",""home_team_id"":""6277"",""away_team_id"":""6317"",""home_goals"":3,""away_goals"":3,""current_home_goals"":3,""current_away_goals"":3,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2019-11-14T19:00:00.000Z'}"",""tournament"":""Africa Cup of Nations Qualification Grp. I"",""home"":""Algeria"",""away"":""Zambia"",""home_team_id"":""6317"",""away_team_id"":""6277"",""home_goals"":5,""away_goals"":0,""current_home_goals"":5,""current_away_goals"":0,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2017-09-05T19:30:00.000Z'}"",""tournament"":""World Cup Qualification CAF 3rd Round Grp. B"",""home"":""Algeria"",""away"":""Zambia"",""home_team_id"":""6317"",""away_team_id"":""6277"",""home_goals"":0,""away_goals"":1,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":null,""date"":""{'utcTime': '2017-09-02T13:00:00.000Z'}"",""tournament"":""World Cup Qualification CAF 3rd Round Grp. B"",""home"":""Zambia"",""away"":""Algeria"",""home_team_id"":""6277"",""away_team_id"":""6317"",""home_goals"":3,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":3,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5788,2026-09-26T03:00:00+08:00,50002168,50001326,Morocco,Gabon,5,3,1,1,16,7,4.60,HHDAH,"[{""source_event_id"":null,""date"":""{'utcTime': '2024-11-15T19:00:00.000Z'}"",""tournament"":""Africa Cup of Nations Qualification Grp. A"",""home"":""Gabon"",""away"":""Morocco"",""home_team_id"":""5889"",""away_team_id"":""6262"",""home_goals"":1,""away_goals"":5,""current_home_goals"":5,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2024-09-06T19:00:00.000Z'}"",""tournament"":""Africa Cup of Nations Qualification Grp. A"",""home"":""Morocco"",""away"":""Gabon"",""home_team_id"":""6262"",""away_team_id"":""5889"",""home_goals"":4,""away_goals"":1,""current_home_goals"":4,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2022-01-18T19:00:00.000Z'}"",""tournament"":""Africa Cup of Nations Grp. C"",""home"":""Gabon"",""away"":""Morocco"",""home_team_id"":""5889"",""away_team_id"":""6262"",""home_goals"":2,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":2,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2019-10-15T19:00:00.000Z'}"",""tournament"":""Friendlies"",""home"":""Morocco"",""away"":""Gabon"",""home_team_id"":""6262"",""away_team_id"":""5889"",""home_goals"":2,""away_goals"":3,""current_home_goals"":2,""current_away_goals"":3,""result"":""A""},{""source_event_id"":null,""date"":""{'utcTime': '2017-10-07T19:05:00.000Z'}"",""tournament"":""World Cup Qualification CAF 3rd Round Grp. C"",""home"":""Morocco"",""away"":""Gabon"",""home_team_id"":""6262"",""away_team_id"":""5889"",""home_goals"":3,""away_goals"":0,""current_home_goals"":3,""current_away_goals"":0,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5705,2026-09-26T06:28:00+08:00,50002305,50002743,Novorizontino,Sao Bernardo,3,1,2,0,4,3,2.33,DHD,"[{""source_event_id"":null,""date"":""{'utcTime': '2026-05-31T14:00:00.000Z'}"",""tournament"":""Série B"",""home"":""São Bernardo"",""away"":""Novorizontino"",""home_team_id"":""231931"",""away_team_id"":""581838"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2026-02-07T22:30:00.000Z'}"",""tournament"":""Paulista A1"",""home"":""Novorizontino"",""away"":""São Bernardo"",""home_team_id"":""581838"",""away_team_id"":""231931"",""home_goals"":2,""away_goals"":1,""current_home_goals"":2,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2025-02-06T22:00:00.000Z'}"",""tournament"":""Paulista A1"",""home"":""São Bernardo"",""away"":""Novorizontino"",""home_team_id"":""231931"",""away_team_id"":""581838"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5704,2026-09-26T06:57:00+08:00,50000796,50000291,Colo Colo,Audax Italiano,5,2,1,2,8,5,2.60,DHHAA,"[{""source_event_id"":null,""date"":""{'utcTime': '2026-09-22T23:30:00.000Z'}"",""tournament"":""Cup"",""home"":""Audax Italiano"",""away"":""Colo Colo"",""home_team_id"":""4058"",""away_team_id"":""7815"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2026-08-30T21:30:00.000Z'}"",""tournament"":""Primera División"",""home"":""Colo Colo"",""away"":""Audax Italiano"",""home_team_id"":""7815"",""away_team_id"":""4058"",""home_goals"":5,""away_goals"":1,""current_home_goals"":5,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2026-03-07T21:00:00.000Z'}"",""tournament"":""Primera División"",""home"":""Audax Italiano"",""away"":""Colo Colo"",""home_team_id"":""4058"",""away_team_id"":""7815"",""home_goals"":0,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2025-12-07T21:00:00.000Z'}"",""tournament"":""Primera División"",""home"":""Colo Colo"",""away"":""Audax Italiano"",""home_team_id"":""7815"",""away_team_id"":""4058"",""home_goals"":1,""away_goals"":2,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":null,""date"":""{'utcTime': '2025-06-22T19:00:00.000Z'}"",""tournament"":""Primera División"",""home"":""Audax Italiano"",""away"":""Colo Colo"",""home_team_id"":""4058"",""away_team_id"":""7815"",""home_goals"":2,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5739,2026-09-26T07:00:00+08:00,50283454,50001959,Hartford Athletic,Louisville City,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5706,2026-09-26T07:28:00+08:00,50003322,50001955,Vila Nova,Londrina,5,2,2,1,7,4,2.20,HHADD,"[{""source_event_id"":null,""date"":""{'utcTime': '2026-05-31T14:00:00.000Z'}"",""tournament"":""Série B"",""home"":""Londrina"",""away"":""Vila Nova"",""home_team_id"":""298660"",""away_team_id"":""109706"",""home_goals"":0,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2023-11-10T22:00:00.000Z'}"",""tournament"":""Serie B"",""home"":""Vila Nova"",""away"":""Londrina"",""home_team_id"":""109706"",""away_team_id"":""298660"",""home_goals"":4,""away_goals"":1,""current_home_goals"":4,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2023-07-15T20:00:00.000Z'}"",""tournament"":""Serie B"",""home"":""Londrina"",""away"":""Vila Nova"",""home_team_id"":""298660"",""away_team_id"":""109706"",""home_goals"":1,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":null,""date"":""{'utcTime': '2022-08-12T22:00:00.000Z'}"",""tournament"":""Serie B"",""home"":""Vila Nova"",""away"":""Londrina"",""home_team_id"":""109706"",""away_team_id"":""298660"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2022-04-29T22:00:00.000Z'}"",""tournament"":""Serie B"",""home"":""Londrina"",""away"":""Vila Nova"",""home_team_id"":""298660"",""away_team_id"":""109706"",""home_goals"":2,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":2,""result"":""D""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5764,2026-09-26T07:30:00+08:00,50566596,50283463,Sporting Club Jacksonville,Loudoun Utd,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5805,2026-09-26T08:00:00+08:00,50001681,50001476,Jamaica,Guatemala,5,3,0,2,7,4,2.20,AHHAH,"[{""source_event_id"":4772432,""date"":""2025-06-17T02:00:00.000Z"",""tournament"":""CONCACAF Gold Cup Grp. C"",""home"":""Jamaica"",""away"":""Guatemala"",""home_team_id"":""5806"",""away_team_id"":""5858"",""home_goals"":0,""away_goals"":1,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":4416477,""date"":""2025-06-10T23:00:00.000Z"",""tournament"":""World Cup Qualification CONCACAF 2nd Round Grp. E"",""home"":""Jamaica"",""away"":""Guatemala"",""home_team_id"":""5806"",""away_team_id"":""5858"",""home_goals"":3,""away_goals"":0,""current_home_goals"":3,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4211900,""date"":""2023-07-09T21:00:00.000Z"",""tournament"":""CONCACAF Gold Cup Grp. C"",""home"":""Guatemala"",""away"":""Jamaica"",""home_team_id"":""5858"",""away_team_id"":""5806"",""home_goals"":0,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":0,""result"":""H""},{""source_event_id"":1134897,""date"":""2012-10-13T02:05:00.000Z"",""tournament"":""World Cup Qualification CONCACAF 2nd Round Grp. E"",""home"":""Guatemala"",""away"":""Jamaica"",""home_team_id"":""5858"",""away_team_id"":""5806"",""home_goals"":2,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":1134874,""date"":""2012-06-09T01:35:00.000Z"",""tournament"":""World Cup Qualification CONCACAF 2nd Round Grp. E"",""home"":""Jamaica"",""away"":""Guatemala"",""home_team_id"":""5806"",""away_team_id"":""5858"",""home_goals"":2,""away_goals"":1,""current_home_goals"":2,""current_away_goals"":1,""result"":""H""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5718,2026-09-26T09:00:00+08:00,50000257,50002152,Atlante,Monterrey,5,2,1,2,8,9,3.40,AHHDA,"[{""source_event_id"":null,""date"":""{'utcTime': '2014-03-30T01:00:00.000Z'}"",""tournament"":""Liga MX Clausura"",""home"":""Monterrey"",""away"":""Atlante"",""home_team_id"":""7849"",""away_team_id"":""1942"",""home_goals"":3,""away_goals"":2,""current_home_goals"":2,""current_away_goals"":3,""result"":""A""},{""source_event_id"":null,""date"":""{'utcTime': '2013-10-06T00:00:00.000Z'}"",""tournament"":""Liga MX Apertura"",""home"":""Atlante"",""away"":""Monterrey"",""home_team_id"":""1942"",""away_team_id"":""7849"",""home_goals"":2,""away_goals"":1,""current_home_goals"":2,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2013-02-04T00:00:00.000Z'}"",""tournament"":""Liga MX Clausura"",""home"":""Atlante"",""away"":""Monterrey"",""home_team_id"":""1942"",""away_team_id"":""7849"",""home_goals"":3,""away_goals"":1,""current_home_goals"":3,""current_away_goals"":1,""result"":""H""},{""source_event_id"":null,""date"":""{'utcTime': '2012-08-19T00:00:00.000Z'}"",""tournament"":""Liga MX Apertura"",""home"":""Monterrey"",""away"":""Atlante"",""home_team_id"":""7849"",""away_team_id"":""1942"",""home_goals"":1,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":1,""result"":""D""},{""source_event_id"":null,""date"":""{'utcTime': '2012-04-29T02:00:00.000Z'}"",""tournament"":""Liga MX Clausura"",""home"":""Atlante"",""away"":""Monterrey"",""home_team_id"":""1942"",""away_team_id"":""7849"",""home_goals"":0,""away_goals"":3,""current_home_goals"":0,""current_away_goals"":3,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5782,2026-09-26T09:00:00+08:00,50325834,50001193,El Paso Locomotive,FC Tulsa,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5806,2026-09-26T09:00:00+08:00,50001554,50003004,Honduras,Suriname,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5707,2026-09-26T11:00:00+08:00,50003076,50000258,Tijuana,Atlas,5,2,1,2,9,6,3.00,AHAHD,"[{""source_event_id"":5101793,""date"":""2026-03-05T03:00:00.000Z"",""tournament"":""Liga MX Clausura"",""home"":""Atlas"",""away"":""Tijuana"",""home_team_id"":""6577"",""away_team_id"":""162418"",""home_goals"":2,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":4804181,""date"":""2025-11-08T03:00:00.000Z"",""tournament"":""Liga MX Apertura"",""home"":""Tijuana"",""away"":""Atlas"",""home_team_id"":""162418"",""away_team_id"":""6577"",""home_goals"":2,""away_goals"":0,""current_home_goals"":2,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4690194,""date"":""2025-03-10T03:00:00.000Z"",""tournament"":""Liga MX Clausura"",""home"":""Tijuana"",""away"":""Atlas"",""home_team_id"":""162418"",""away_team_id"":""6577"",""home_goals"":3,""away_goals"":4,""current_home_goals"":3,""current_away_goals"":4,""result"":""A""},{""source_event_id"":4679450,""date"":""2024-11-25T03:00:00.000Z"",""tournament"":""Liga MX Apertura Play-In Stage"",""home"":""Tijuana"",""away"":""Atlas"",""home_team_id"":""162418"",""away_team_id"":""6577"",""home_goals"":3,""away_goals"":0,""current_home_goals"":3,""current_away_goals"":0,""result"":""H""},{""source_event_id"":4500058,""date"":""2024-10-27T03:05:00.000Z"",""tournament"":""Liga MX Apertura"",""home"":""Atlas"",""away"":""Tijuana"",""home_team_id"":""6577"",""away_team_id"":""162418"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5807,2026-09-26T11:00:00+08:00,50001066,50002059,El Salvador,Martinique,3,0,1,2,1,3,1.33,DAA,"[{""source_event_id"":4258209,""date"":""2023-10-18T01:00:00.000Z"",""tournament"":""CONCACAF Nations League A Grp. 2"",""home"":""El Salvador"",""away"":""Martinique"",""home_team_id"":""6327"",""away_team_id"":""5859"",""home_goals"":0,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":0,""result"":""D""},{""source_event_id"":4258212,""date"":""2023-10-13T23:00:00.000Z"",""tournament"":""CONCACAF Nations League A Grp. 2"",""home"":""Martinique"",""away"":""El Salvador"",""home_team_id"":""5859"",""away_team_id"":""6327"",""home_goals"":1,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""},{""source_event_id"":4200502,""date"":""2023-06-26T22:30:00.000Z"",""tournament"":""CONCACAF Gold Cup Grp. C"",""home"":""El Salvador"",""away"":""Martinique"",""home_team_id"":""6327"",""away_team_id"":""5859"",""home_goals"":1,""away_goals"":2,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
2026-09-25T09:40:04+08:00,FB5720,2026-09-26T14:00:00+08:00,50000761,50003063,China AM,Thailand AM,0,0,0,0,0,0,,,[],HKJC accumulated matchResult history,NO_PREVIOUS_H2H_IN_AVAILABLE_HISTORY
2026-09-25T09:40:04+08:00,FB5725,2026-09-26T16:00:00+08:00,50002148,50002695,Montedio Yamagata,Sagan Tosu,5,1,0,4,8,12,4.00,HAAAA,"[{""source_event_id"":4691617,""date"":""2025-08-30T10:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Montedio Yamagata"",""away"":""Sagan Tosu"",""home_team_id"":""164720"",""away_team_id"":""162193"",""home_goals"":3,""away_goals"":2,""current_home_goals"":3,""current_away_goals"":2,""result"":""H""},{""source_event_id"":4691465,""date"":""2025-04-25T10:00:00.000Z"",""tournament"":""J. League 2"",""home"":""Sagan Tosu"",""away"":""Montedio Yamagata"",""home_team_id"":""162193"",""away_team_id"":""164720"",""home_goals"":2,""away_goals"":1,""current_home_goals"":1,""current_away_goals"":2,""result"":""A""},{""source_event_id"":2129664,""date"":""2015-11-14T08:05:00.000Z"",""tournament"":""Cup"",""home"":""Sagan Tosu"",""away"":""Montedio Yamagata"",""home_team_id"":""162193"",""away_team_id"":""164720"",""home_goals"":4,""away_goals"":3,""current_home_goals"":3,""current_away_goals"":4,""result"":""A""},{""source_event_id"":1916695,""date"":""2015-08-16T09:05:00.000Z"",""tournament"":""J. League 2nd stage"",""home"":""Montedio Yamagata"",""away"":""Sagan Tosu"",""home_team_id"":""164720"",""away_team_id"":""162193"",""home_goals"":1,""away_goals"":3,""current_home_goals"":1,""current_away_goals"":3,""result"":""A""},{""source_event_id"":1916058,""date"":""2015-04-12T07:00:00.000Z"",""tournament"":""J. League 2nd stage"",""home"":""Sagan Tosu"",""away"":""Montedio Yamagata"",""home_team_id"":""162193"",""away_team_id"":""164720"",""home_goals"":1,""away_goals"":0,""current_home_goals"":0,""current_away_goals"":1,""result"":""A""}]",FOTMOB verified direct H2H,H2H_OK
