fetched_at_hkt,match_id,hkjc_event_id,kickoff_hkt,status,tournament,home_en,away_en,home_zh,away_zh,pools,had_home,had_draw,had_away,hil_line,hil_over,hil_under,chl_line,chl_over,chl_under,pool_status,in_play,selling,odds_updated_at
2026-09-22T23:08:02+08:00,50076141,FB5639,2026-09-23T03:00+08:00,PREEVENT,UCLW,Arsenal Women,HB Koge Women,阿仙奴女足,克厄女足,FLH+TTG+HHA+HLH+FCS+FTS+HIL+HFT+HAD+HLA+OOE+FHA+CRS+FLA+FHL,1.01,11.0,29.0,3.5,1.57,2.25,,,,SELLINGSTARTED,0,1,2026-09-22T12:00:05.770+08:00
2026-09-22T23:08:02+08:00,50075342,FB5608,2026-09-23T04:57+08:00,PREEVENT,CHC,Puerto Montt,Deportivo Nublense,蒙特港,紐柏萊斯,HDC+SGA5+SGA20+FLH+SGA7+SGA6+SGA19+SGA18+HFT+SGA1+FTS+HIL+SGA17+SGA11+SGA16+SGA3+HAD+HHA+FCS+SGA4+SGA13+SGA12+TTG+HLA+FHL+SGA2+SGA15+SGA14+CRS+FHA+SGA10+HLH+SGA9+FHH+SGA8+OOE+FLA,3.15,3.1,2.03,2.5,2.01,1.71,,,,SELLINGSTARTED,1,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50076766,FB5646,2026-09-23T06:28+08:00,PREEVENT,BD2,Criciuma,Operario Ferroviario,基斯奧馬,奧柏拉里奧,FHL+CRS+FTS+FLA+HLA+HHA+FHA+HLH+FCS+HIL+TTG+HFT+FLH+OOE+HDC+HAD,1.8,3.1,3.9,2.5,2.25,1.57,,,,SELLINGSTARTED,1,1,2026-09-22T16:01:57.668+08:00
2026-09-22T23:08:02+08:00,50075333,FB5607,2026-09-23T07:27+08:00,PREEVENT,CHC,Cobreloa,Coquimbo Unido,哥比路亞,哥甘保,SGA15+FLA+SGA18+TTG+SGA4+CHL+HHA+HAD+SGA7+FHH+SGA3+SGA16+SGA8+HFT+FHA+SGA13+HLH+FHL+FCS+FTS+SGA5+SGA1+FLH+SGA12+SGA6+HDC+SGA9+FCH+SGA19+OOE+CRS+SGA10+SGA17+SGA2+SGA14+HIL+SGA11+HLA+SGA20,2.8,3.1,2.21,2.5,1.89,1.81,9.5,1.9,1.8,SELLINGSTARTED,1,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50075343,FB5609,2026-09-23T07:27+08:00,PREEVENT,CHC,Audax Italiano,Colo Colo,奧達斯,高路高路,SGA19+CFA+HDC+FTS+CHD+SGA11+SGA12+SGA8+FLH+CHH+SGA7+FHH+CHL+FHA+HLH+SGA6+HFT+SGA17+CHA+SGA18+OOE+SGA3+SGA2+FLA+SGA20+TTG+SGA16+HLA+SGA5+FHC+SGA4+FHL+FCS+CRS+FCH+CFH+SGA15+HAD+HIL+SGA13+SGA9+HHA+SGA1+SGA10+SGA14,4.25,3.5,1.63,2.5,1.74,1.97,9.5,1.88,1.82,SELLINGSTARTED,1,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50075785,FB5652,2026-09-23T13:00+08:00,PREEVENT,JLCW,Nojima Stella Sagamihara Women,Elfen Saitama Women,相模原野島斯特拉女足,埼玉伊分女足,OOE+HLA+HHA+FHA+FLA+HFT+HIL+HAD+FTS+TTG+FHL+FLH+FCS+CRS+HLH+SGA14+SGA20+SGA6+SGA15+SGA4+SGA17+SGA16+SGA1+SGA13+SGA11+SGA7+SGA10+SGA8+SGA19+SGA9+SGA12+SGA18+SGA5+SGA3+SGA2,1.65,3.6,3.85,2.5,1.67,2.07,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50075855,FB5654,2026-09-23T13:00+08:00,PREEVENT,JLCW,Tokyo Verdy Women,Albirex Niigata Women,東京綠茵女足,新潟天鵝女足,HLH+HLA+HIL+FHA+HHA+HAD+FLH+FTS+FLA+HFT+TTG+FCS+CRS+FHH+OOE+HDC+FHL+SGA11+SGA1+SGA5+SGA18+SGA2+SGA19+SGA7+SGA16+SGA20+SGA15+SGA17+SGA13+SGA9+SGA14+SGA8+SGA3+SGA10+SGA12+SGA4+SGA6,1.51,3.6,4.9,2.5,1.85,1.85,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50075786,FB5602,2026-09-23T13:30+08:00,PREEVENT,AMF,China AM,United Arab Emirates AM,中國男亞足,阿聯酋男亞足,FHA+CRS+SGA17+SGA15+FHC+SGA19+CHA+HHA+SGA13+FCH+SGA2+OOE+SGA4+CHH+SGA11+HLA+SGA9+SGA7+TTG+CHD+SGA16+CFA+FHL+SGA14+SGA18+FHH+HLH+SGA3+SGA12+SGA1+FCS+SGA5+HDC+SGA8+FTS+HAD+SGA20+CFH+SGA10+CHL+SGA6+FLH+HFT+HIL+FLA,2.07,2.93,3.25,2.5,2.33,1.53,9.5,2.27,1.56,SELLINGSTARTED,1,1,2026-09-21T15:24:32.863+08:00
2026-09-22T23:08:02+08:00,50075787,FB5603,2026-09-23T13:30+08:00,PREEVENT,AMF,Iran AM,Korea DPR AM,伊朗男亞足,北韓男亞足,FHC+CHH+SGA20+SGA7+FHL+SGA12+CRS+FTS+SGA5+HHA+SGA2+SGA10+FLA+HLA+FHH+CHL+SGA8+TTG+SGA15+SGA17+FHA+CFH+FCS+SGA19+CHD+HIL+CHA+HLH+CFA+SGA13+SGA4+HFT+SGA6+FLH+SGA1+HDC+SGA14+SGA3+SGA11+SGA9+OOE+HAD+SGA16+FCH+SGA18,2.0,2.95,3.4,2.5,2.3,1.54,9.5,1.94,1.76,SELLINGSTARTED,1,1,2026-09-21T15:24:32.863+08:00
2026-09-22T23:08:02+08:00,50076507,FB5645,2026-09-23T14:57+08:00,PREEVENT,KD1W,Seoul City Women,Hwacheon FC Women,首爾城女足,華川FC女足,TTG+SGA14+SGA12+SGA16+SGA6+HLH+SGA3+FHA+FLH+SGA5+HHA+SGA19+SGA1+FCS+SGA8+SGA10+SGA13+FTS+HDC+SGA17+SGA15+FHL+SGA7+HLA+HAD+HFT+CRS+FLA+HIL+SGA4+SGA20+SGA18+SGA9+OOE+SGA2+SGA11,5.4,3.65,1.46,2.5,1.94,1.76,,,,SELLINGSTARTED,1,1,2026-09-22T15:54:30.044+08:00
2026-09-22T23:08:02+08:00,50076209,FB5655,2026-09-23T15:00+08:00,PREEVENT,JLCW,JEF United Chiba Women,Kobe Leonessa Women,千葉市原女足,神戶雌獅女足,HIL+FHL+HLH+FLH+FLA+TTG+HAD+FCS+HHA+HFT+FTS+HLA+OOE+CRS+FHA,4.5,3.65,1.54,2.5,1.75,1.95,,,,SELLINGSTARTED,0,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076210,FB5656,2026-09-23T15:00+08:00,PREEVENT,JLCW,Urawa Reds Women,Nagano Parceiro Women,浦和紅鑽女足,長野帕塞羅女足,FHL+FHA+OOE+FTS+HLH+FHH+HAD+HDC+FLA+HFT+TTG+HHA+FLH+CRS+HIL+HLA+FCS,1.11,6.0,13.0,2.5,1.54,2.3,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50075792,FB5610,2026-09-23T16:00+08:00,PREEVENT,JEC,Gamba Osaka,Tokushima Vortis,大阪飛腳,德島漩渦,FLH+CRS+FHA+TTG+FHL+HHA+HLH+FCS+HIL+HFT+FLA+FTS+OOE+HAD+HDC+HLA+TQL20,1.5,3.85,4.85,2.5,1.69,2.04,,,,SELLINGSTARTED,1,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50075793,FB5611,2026-09-23T16:00+08:00,PREEVENT,JEC,Kyoto Sanga,Fujieda MYFC,京都不死鳥,藤枝MYFC,HLA+FHA+OOE+FLH+HFT+FTS+HIL+HLH+FCS+HAD+HHA+TTG+FLA+FHL+CRS+TQL23,1.51,3.8,4.8,2.5,1.72,2.0,,,,SELLINGSTARTED,0,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50075794,FB5612,2026-09-23T16:00+08:00,PREEVENT,JEC,Kashiwa Reysol,FC Imabari,柏雷素爾,FC今治,HFT+FTS+HAD+FLA+HLH+HLA+FCS+FHL+FHA+TTG+HHA+CRS+HIL+OOE+FLH+TQL22,1.09,6.7,14.0,3.5,2.17,1.61,,,,SELLINGSTARTED,0,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50076103,FB5613,2026-09-23T16:00+08:00,PREEVENT,JEC,Vissel Kobe,Sagan Tosu,神戶勝利船,鳥棲砂岩,HLH+SGA11+SGA12+SGA13+HHA+SGA10+SGA14+SGA9+FHH+SGA6+OOE+FCS+FLA+SGA4+SGA17+SGA5+SGA15+HFT+HIL+SGA16+SGA1+FTS+SGA19+SGA3+SGA2+HLA+SGA18+HAD+HDC+CRS+FHA+SGA7+FHL+SGA8+FLH+SGA20+TTG+TQL25,1.38,4.1,6.0,2.5,1.72,2.0,,,,SELLINGSTARTED,0,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50076104,FB5614,2026-09-23T16:00+08:00,PREEVENT,JEC,Kashima Antlers,Ventforet Kofu,鹿島鹿角,甲府風林,SGA18+CHH+SGA16+SGA11+FCH+SGA6+SGA9+CRS+SGA3+SGA20+CFA+OOE+FHL+SGA7+SGA2+FHC+HLH+FLH+CHA+SGA13+HDC+SGA5+HAD+HFT+SGA17+SGA10+SGA19+FTS+SGA12+CHD+HIL+SGA1+FLA+SGA8+TTG+HLA+CFH+SGA14+SGA15+CHL+SGA4+HHA+FHH+FCS+FHA+TQL21,1.14,5.7,11.5,2.5,1.58,2.22,9.5,1.84,1.86,SELLINGSTARTED,1,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50076105,FB5615,2026-09-23T16:00+08:00,PREEVENT,JEC,Machida Zelvia,Tochigi City,町田澤維亞,櫪木城,FTS+HLA+FLA+OOE+FHA+HFT+FCS+TTG+HHA+FLH+HIL+CRS+HAD+FHL+HLH+TQL24,1.23,5.2,7.75,3.5,2.2,1.59,,,,SELLINGSTARTED,0,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50075803,FB5653,2026-09-23T17:00+08:00,PREEVENT,JLCW,Cerezo Osaka Women,Sanfrecce Hiroshima Women,大阪櫻花女足,廣島三箭女足,OOE+HLH+FTS+HLA+HDC+HHA+HAD+FHA+TTG+FHL+HIL+FCS+CRS+HFT+FLH+FLA+SGA3+SGA10+SGA20+SGA4+SGA17+SGA8+SGA14+SGA6+SGA1+SGA16+SGA19+SGA11+SGA5+SGA7+SGA2+SGA15+SGA9+SGA13+SGA18+SGA12,4.95,3.6,1.51,2.5,1.91,1.79,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50075853,FB5604,2026-09-23T18:30+08:00,PREEVENT,AMF,Japan AM,Thailand AM,日本男亞足,泰國男亞足,SGA17+CFA+SGA19+FLH+CHA+SGA15+FHH+SGA4+OOE+FHA+SGA13+HHA+FHC+SGA6+TTG+CHH+SGA1+SGA3+FHL+HDC+CRS+SGA8+SGA10+SGA14+HLA+SGA18+SGA16+FLA+HIL+SGA20+HAD+HFT+CFH+SGA5+SGA12+SGA7+SGA9+FCH+SGA11+SGA2+FCS+FTS+HLH+CHD+CHL,1.07,7.0,17.0,3.5,1.98,1.73,9.5,1.85,1.85,SELLINGSTARTED,1,1,2026-09-21T15:24:32.863+08:00
2026-09-22T23:08:02+08:00,50076473,FB5584,2026-09-23T21:00+08:00,PREEVENT,UWW,Italy Women U20,Spain Women U20,意大利女足U20,西班牙女足U20,SGA15+HHA+HAD+CHL+FLA+SGA11+SGA9+TTG+FHH+SGA7+CFH+SGA17+SGA4+HLA+OOE+CRS+SGA2+SGA19+SGA6+HIL+SGA13+CHA+SGA14+HFT+FCH+FTS+FHA+HDC+SGA18+SGA16+SGA1+SGA8+CFA+CHD+SGA10+FLH+SGA3+SGA5+SGA20+HLH+FCS+SGA12+FHC+FHL+CHH+TQL13,8.5,4.55,1.25,2.5,1.76,1.94,9.5,2.07,1.67,SELLINGSTARTED,1,1,2026-09-21T05:13:08.491+08:00
2026-09-22T23:08:02+08:00,50076640,FB5671,2026-09-23T22:30+08:00,PREEVENT,GUC,Iraq,Oman,伊拉克,阿曼,HDC+FTS+HLA+HIL+FHA+HHA+FLA+FHH+CRS+HLH+FHL+TTG+HAD+FCS+HFT+OOE+FLH,1.93,3.0,3.55,2.5,2.2,1.59,,,,SELLINGSTARTED,1,1,2026-09-22T19:42:46.491+08:00
2026-09-22T23:08:02+08:00,50076589,FB5664,2026-09-23T22:40+08:00,PREEVENT,UPP,Al Bataeh,FC Palm City,艾巴塔,FC棕櫚城,HFT+HLH+FTS+FHL+OOE+HDC+FHH+FLH+HIL+FLA+HAD+HHA+CHL+FHA+FCH+HLA+TTG+CRS+FCS,1.79,3.6,3.35,2.5,1.58,2.22,10.5,2.15,1.62,SELLINGSTARTED,0,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076591,FB5665,2026-09-23T22:40+08:00,PREEVENT,UPP,Gulf Utd,Fujairah FC,海灣聯,富吉拉FC,FCS+FHL+HAD+HIL+CHL+HFT+FLA+HHA+TTG+HLA+OOE+FCH+FTS+HLH+FLH+FHA+CRS,2.77,3.55,2.04,2.5,1.55,2.29,9.5,2.19,1.6,SELLINGSTARTED,0,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076292,FB5657,2026-09-24T00:00+08:00,PREEVENT,USL,Birmingham Legion,Brooklyn FC,伯明翰軍團,布魯克林FC,FTS+HLA+OOE+FHL+FLA+FHH+FHA+HIL+HAD+FLH+FCH+HLH+HFT+HDC+HHA+TTG+CRS+FCS+CHL,1.73,3.95,3.3,3.5,1.97,1.74,10.5,2.22,1.58,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076344,FB5658,2026-09-24T00:00+08:00,PREEVENT,INT,Azerbaijan,Tajikistan,阿塞拜疆,塔吉克,FHL+FTS+HLA+FLA+HIL+HHA+TTG+HFT+FHA+FCS+CRS+HLH+OOE+HAD+FLH,1.55,3.5,4.95,2.5,1.92,1.78,,,,SELLINGSTARTED,0,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076552,FB5638,2026-09-24T00:30+08:00,PREEVENT,UWW,Korea DPR Women U20,Colombia Women U20,北韓女足U20,哥倫比亞女足U20,FHL+TTG+HLA+CHL+FHA+HHA+HFT+HAD+FLH+FCS+OOE+FTS+HIL+FCH+HLH+HDC+FLA+CRS+FHH+TQL14,1.04,8.25,26.0,3.5,2.01,1.71,11.5,2.15,1.62,SELLINGSTARTED,1,1,2026-09-22T05:03:41.930+08:00
2026-09-22T23:08:02+08:00,50076294,FB5637,2026-09-24T00:45+08:00,PREEVENT,UCLW,OH Leuven Women,Roma Women,奧特海維利女足,羅馬女足,FTS+FLA+HAD+OOE+HLA+FHH+HDC+HIL+HFT+FLH+FCH+CHL+TTG+HHA+FHA+FCS+CRS+HLH+FHL,5.2,4.2,1.4,2.5,1.52,2.35,9.5,2.13,1.63,SELLINGSTARTED,1,1,2026-09-22T03:37:57.701+08:00
2026-09-22T23:08:02+08:00,50076503,FB5662,2026-09-24T02:00+08:00,PREEVENT,ELCW,Everton Women,Birmingham Women,愛華頓女足,伯明翰女足,HLH+HLA+FLA+FTS+FHA+HIL+HDC+HAD+HHA+FHL+HFT+OOE+FLH+CRS+FCS+TTG,1.69,3.5,3.75,2.5,1.7,2.02,,,,SELLINGSTARTED,0,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076504,FB5663,2026-09-24T02:00+08:00,PREEVENT,ELCW,Tottenham Women,West Ham Women,熱刺女足,韋斯咸女足,FHA+FLH+HLA+HAD+HLH+FHL+OOE+HIL+FLA+FTS+TTG+HFT+HHA+FCS+CRS,1.33,4.45,5.9,3.5,2.25,1.57,,,,SELLINGSTARTED,0,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076615,FB5670,2026-09-24T02:00+08:00,PREEVENT,GUC,Saudi Arabia,Kuwait,沙特阿拉伯,科威特,FHH+FHL+HHA+OOE+HLA+HDC+FLA+HAD+FTS+HLH+TTG+HIL+CRS+FHA+FLH+FCS+HFT,1.2,5.2,10.0,2.5,1.63,2.13,,,,SELLINGSTARTED,1,1,2026-09-22T19:42:46.491+08:00
2026-09-22T23:08:02+08:00,50076340,FB5649,2026-09-24T02:27+08:00,PREEVENT,UDC,Boston River,Fenix,波士頓河,芬斯,HHA+FHA+CRS+OOE+FLH+FTS+HIL+HFT+HAD+HLA+HLH+FCS+FHL+TTG+FLA,2.1,3.1,3.0,2.5,2.13,1.63,,,,SELLINGSTARTED,0,1,2026-09-22T18:41:27.111+08:00
2026-09-22T23:08:02+08:00,50076341,FB5650,2026-09-24T02:27+08:00,PREEVENT,UDC,Montevideo Liverpool,Montevideo Colon FC,蒙特維多利物浦,蒙特維多高隆FC,HLA+FLA+FHH+CRS+FHL+FTS+FHA+FCS+HHA+CHL+FLH+HLH+HIL+TTG+HFT+HAD+HDC+OOE+FCH,1.34,4.1,7.0,2.5,1.83,1.87,9.5,2.35,1.52,SELLINGSTARTED,1,1,2026-09-22T18:41:27.111+08:00
2026-09-22T23:08:02+08:00,50076111,FB5632,2026-09-24T04:57+08:00,PREEVENT,CHC,Curico Unido,Deportes Concepcion,古里高聯,康塞普森體育,HLA+HHA+CRS+FHA+TTG+HIL+FHH+FLH+HLH+HDC+FTS+OOE+HFT+HAD+FLA+FCS+FHL,2.92,3.05,2.16,2.5,1.97,1.74,,,,SELLINGSTARTED,1,1,2026-09-21T21:40:02.887+08:00
2026-09-22T23:08:02+08:00,50076290,FB5647,2026-09-24T06:57+08:00,PREEVENT,UDC,CA Cerro,Deportivo Maldonado,切洛,馬爾多納多,FTS+FLA+HFT+FHL+FHA+HLA+FCS+FLH+HHA+TTG+HLH+CRS+HIL+HAD+OOE,3.3,3.15,1.95,2.5,2.13,1.63,,,,SELLINGSTARTED,0,1,2026-09-22T18:41:27.111+08:00
2026-09-22T23:08:02+08:00,50076291,FB5648,2026-09-24T06:57+08:00,PREEVENT,UDC,Montevideo Wanderers,Cerrito,蒙特維多流浪者,賽利托,HIL+CHL+FCS+HLH+FLH+TTG+HHA+HAD+HDC+FCH+FLA+FHL+CRS+FHA+OOE+HLA+HFT+FTS,1.5,3.7,5.1,2.5,1.91,1.79,9.5,2.3,1.54,SELLINGSTARTED,1,1,2026-09-22T18:41:27.111+08:00
2026-09-22T23:08:02+08:00,50075336,FB5633,2026-09-24T07:27+08:00,PREEVENT,CHC,Iquique,Antofagasta,伊基克,安圖法加斯達,FHA+FCS+HFT+HLA+HLH+FLA+OOE+CRS+HIL+HHA+FTS+TTG+FHL+FLH+HAD,2.35,3.15,2.57,2.5,1.77,1.93,,,,SELLINGSTARTED,1,1,2026-09-21T21:40:11.479+08:00
2026-09-22T23:08:02+08:00,50075335,FB5634,2026-09-24T07:27+08:00,PREEVENT,CHC,Union La Calera,Universidad Catolica,卡拉雷聯,天主教大學,HLH+HIL+HAD+OOE+FLH+FCH+FHH+CRS+FTS+CHA+HDC+CHL+FLA+CHD+HFT+CFA+FHA+FHL+CHH+HLA+HHA+CFH+FCS+FHC+TTG,3.7,3.35,1.77,2.5,1.8,1.9,10.5,2.19,1.6,SELLINGSTARTED,1,1,2026-09-21T21:40:17.884+08:00
2026-09-22T23:08:02+08:00,50071551,FB5651,2026-09-24T09:30+08:00,PREEVENT,MLS,Seattle Sounders,Real Salt Lake,西雅圖海灣者,皇家鹽湖城,CHH+FHH+CHD+CFA+HHA+FHA+FLA+HLH+HLA+HIL+HDC+HFT+FCS+FHC+CHL+CHA+FLH+TTG+HAD+OOE+CFH+FTS+FCH+FHL+CRS+LGS+FGS+AGS,1.83,3.65,3.2,3.5,2.35,1.52,10.5,1.89,1.81,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076347,FB5659,2026-09-24T18:05+08:00,PREEVENT,INT,Japan,Uruguay,日本,烏拉圭,FLA+HIL+FHL+HAD+FLH+HLA+FHH+HLH+OOE+HFT+HDC+TTG+CRS+FHA+FCS+FTS+HHA,1.92,3.15,3.4,2.5,2.01,1.71,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076348,FB5660,2026-09-24T19:00+08:00,PREEVENT,INT,Korea Republic,Ecuador,南韓,厄瓜多爾,HLH+FHA+FLA+HDC+FHL+HAD+HIL+HFT+FHH+FTS+FLH+TTG+HLA+HHA+CRS+FCS+OOE,2.3,2.9,2.83,2.5,2.3,1.54,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076349,FB5661,2026-09-24T19:35+08:00,PREEVENT,INT,China,Maldives,中國,馬爾代夫,HFT+HAD+FLH+HLH+FHA+HLA+HHA+FLA+OOE+TTG+FTS+HIL+FHL+CRS+FCS,1.001,18.0,60.0,4.5,1.79,1.91,,,,SELLINGSTARTED,0,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076112,FB5616,2026-09-25T02:00+08:00,PREEVENT,E2Q,Belgium U21,Belarus U21,比利時U21,白俄羅斯U21,FCS+HLA+FLA+HAD+TTG+HLH+FHL+CRS+HHA+FHA+OOE+FLH+HIL+FTS+HFT,1.16,5.7,10.5,3.5,2.2,1.59,,,,SELLINGSTARTED,0,1,2026-09-21T19:30:05.738+08:00
2026-09-22T23:08:02+08:00,50076222,FB5592,2026-09-25T02:45+08:00,PREEVENT,ENL,Liechtenstein,Lithuania,列支敦士登,立陶宛,FTS+HFT+FCS+FLA+FHA+HLH+HHA+FLH+TTG+FHL+HIL+CRS+HLA+OOE+HAD,12.5,4.9,1.17,2.5,1.92,1.78,,,,SELLINGSTARTED,0,1,2026-09-21T12:00:05.643+08:00
2026-09-22T23:08:02+08:00,50076226,FB5593,2026-09-25T02:45+08:00,PREEVENT,ENL,Portugal,Wales,葡萄牙,威爾斯,FHC+CHH+FHA+CRS+OOE+CFH+HHA+FLH+HDC+FLA+FCH+FHL+HLH+HAD+FHH+CHA+HIL+HFT+CHD+TTG+CFA+HLA+FTS+CHL+FCS,1.11,6.3,13.0,3.5,2.22,1.58,9.5,1.91,1.79,SELLINGSTARTED,1,1,2026-09-21T12:00:05.643+08:00
2026-09-22T23:08:02+08:00,50076227,FB5594,2026-09-25T02:45+08:00,PREEVENT,ENL,Norway,Denmark,挪威,丹麥,OOE+HDC+HLA+CRS+HAD+FCH+CHH+FLA+HIL+TTG+FHH+CFH+CHD+HHA+HLH+CHL+CHA+FCS+FHL+FTS+CFA+FHA+FLH+HFT+FHC,1.64,3.6,4.15,2.5,1.62,2.15,9.5,1.94,1.76,SELLINGSTARTED,1,1,2026-09-21T12:00:05.643+08:00
2026-09-22T23:08:02+08:00,50076234,FB5595,2026-09-25T02:45+08:00,PREEVENT,ENL,Serbia,Greece,塞爾維亞,希臘,FTS+HLA+FHL+CRS+FHA+HHA+FLA+FCS+TTG+FLH+HLH+HFT+HAD+HIL+OOE,2.38,3.0,2.64,2.5,2.05,1.68,,,,SELLINGSTARTED,0,1,2026-09-21T12:00:05.643+08:00
2026-09-22T23:08:02+08:00,50076235,FB5596,2026-09-25T02:45+08:00,PREEVENT,ENL,Netherlands,Germany,荷蘭,德國,HFT+FLA+HAD+HDC+CFH+FHH+CHA+FHL+HLH+CHD+TTG+CRS+FCH+CHH+HHA+FHA+FLH+OOE+HLA+FHC+CHL+FCS+CFA+HIL+FTS,2.22,3.5,2.52,3.5,2.29,1.55,9.5,1.91,1.79,SELLINGSTARTED,1,1,2026-09-21T12:00:05.643+08:00
2026-09-22T23:08:02+08:00,50076247,FB5597,2026-09-25T02:45+08:00,PREEVENT,ENL,Kosovo,Republic of Ireland,科索沃,愛爾蘭,HAD+FLA+FTS+HFT+OOE+HLH+FLH+HIL+FHL+CRS+HLA+FCS+TTG+HHA+FHA,2.39,2.9,2.7,2.5,2.25,1.57,,,,SELLINGSTARTED,0,1,2026-09-21T12:00:05.643+08:00
2026-09-22T23:08:02+08:00,50076248,FB5598,2026-09-25T02:45+08:00,PREEVENT,ENL,Austria,Israel,奧地利,以色列,TTG+HIL+FCS+HLH+HFT+FHA+FLH+OOE+FHL+HLA+CRS+FTS+HAD+HHA+FLA,1.32,4.45,6.5,2.5,1.53,2.33,,,,SELLINGSTARTED,0,1,2026-09-21T12:00:05.643+08:00
2026-09-22T23:08:02+08:00,50075332,FB5635,2026-09-25T04:57+08:00,PREEVENT,CHC,O'Higgins,Deportes Santa Cruz,奧希金斯,聖達古斯,HLH+HHA+FHH+HDC+HAD+OOE+TTG+HLA+CRS+HIL+FCS+FHA+FLA+FTS+FHL+FLH+HFT,1.42,4.1,5.3,2.5,1.54,2.3,,,,SELLINGSTARTED,1,1,2026-09-21T21:40:23.866+08:00
2026-09-22T23:08:02+08:00,50075338,FB5636,2026-09-25T07:27+08:00,PREEVENT,CHC,Everton VM,Universidad Chile,維拿迪馬愛華頓,智利大學,HLA+FHA+FCS+FHL+HHA+HAD+TTG+HIL+HLH+FLH+CRS+FTS+FLA+HDC+HFT+OOE,2.58,3.3,2.26,2.5,1.67,2.07,,,,SELLINGSTARTED,1,1,2026-09-21T21:40:31.802+08:00
2026-09-22T23:08:02+08:00,50076342,FB5673,2026-09-25T09:00+08:00,PREEVENT,MD1,Mineros Zacatecas,Piratas FC,薩卡特卡斯,派拉達斯FC,HAD+HLH+CHL+HLA+HDC+FLA+OOE+HIL+FTS+FHL+HFT+FCS+CRS+TTG+FLH+FHA+HHA+FCH,2.74,3.25,2.17,2.5,1.74,1.97,9.5,2.3,1.54,SELLINGSTARTED,1,1,2026-09-22T20:21:44.773+08:00
2026-09-22T23:08:02+08:00,50076343,FB5674,2026-09-25T09:00+08:00,PREEVENT,MD1,Oaxaca,Atletico La Paz,奧沙卡,拉巴斯體育會,FHA+HLA+CFA+FHL+TTG+FCH+HDC+CHD+OOE+CFH+FHH+HLH+FLH+HIL+HAD+FTS+HHA+HFT+CHL+CHH+FCS+CHA+FHC+FLA+CRS,2.96,3.55,1.95,3.5,2.29,1.55,9.5,1.95,1.75,SELLINGSTARTED,1,1,2026-09-22T20:21:44.773+08:00
2026-09-22T23:08:02+08:00,50076744,FB5666,2026-09-25T14:00+08:00,PREEVENT,AWF,Korea DPR Women,Chinese Taipei Women,北韓女足,中華台北女足,OOE+TTG+HAD+HFT+HLH+FHA+FLH+CRS+FHL+FTS+HHA+HIL+FCS,1.001,12.0,40.0,4.5,2.02,1.7,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076745,FB5667,2026-09-25T14:00+08:00,PREEVENT,AWF,China Women,Vietnam Women,中國女足,越南女足,TTG+FHL+HAD+FTS+FLA+OOE+HFT+HHA+HLA+FHA+FLH+HLH+FCS+CRS+HIL+TQL2,1.03,8.75,27.0,3.5,1.75,1.95,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
2026-09-22T23:08:02+08:00,50076746,FB5668,2026-09-25T18:30+08:00,PREEVENT,AWF,Japan Women,Philippines Women,日本女足,菲律賓女足,FCS+FHL+HFT+HIL+OOE+HAD+HHA+TTG+FTS+CRS+FHA,1.001,14.0,55.0,5.5,2.05,1.68,,,,SELLINGSTARTED,1,1,2026-09-22T19:30:00.569+08:00
