fetched_at_utc,hkjc_event_id,kickoff_hkt,home_id,away_id,home,away,sofascore_event_id,sofascore_home_id,sofascore_away_id,sofascore_home,sofascore_away,sofascore_tournament,kickoff_delta_seconds,mapping_status,mapping_reason,h2h_games,home_wins,draws,away_wins,home_goals,away_goals,avg_total_goals,last5,meetings_json,source,quality
2026-09-24T15:43:34+00:00,FB5795,2026-09-26T22:15:00+08:00,50000630,50001144,CF Granada,FC Andorra,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5731,2026-09-26T22:30:00+08:00,50001536,50003330,Heracles,Vitesse,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5745,2026-09-26T23:00:00+08:00,50001355,50001453,Georgia U21,Greece U21,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5781,2026-09-26T23:00:00+08:00,50000897,50001575,Croatia U21,Hungary U21,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5751,2026-09-27T00:00:00+08:00,50002719,50001242,San Marino,Finland,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5753,2026-09-27T00:00:00+08:00,50001583,50001123,Iceland,Estonia,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5754,2026-09-27T00:00:00+08:00,50000593,50001972,Bulgaria,Luxembourg,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5767,2026-09-27T00:00:00+08:00,50001224,50001782,Faroe Islands,Kazakhstan,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5790,2026-09-27T00:00:00+08:00,50003187,50003144,Ukraine U21,Turkiye U21,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5780,2026-09-27T00:30:00+08:00,50002326,50002707,Oldham,Salford City,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5796,2026-09-27T00:30:00+08:00,50003058,50000644,Tenerife,Cadiz,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5803,2026-09-27T00:30:00+08:00,50602800,50002691,Celta Fortuna,Sabadell,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5732,2026-09-27T02:00:00+08:00,50001074,50002361,Emmen,Oss,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5733,2026-09-27T02:00:00+08:00,50001984,50001534,Maastricht,Helmond,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5734,2026-09-27T02:00:00+08:00,50003336,50003297,Volendam,Venlo,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5735,2026-09-27T02:00:00+08:00,50002644,50002561,Roda,RKC Waalwijk,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5736,2026-09-27T02:00:00+08:00,50002197,50001157,NAC,FC Eindhoven,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5748,2026-09-27T02:45:00+08:00,50001076,50002894,England,Spain,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5749,2026-09-27T02:45:00+08:00,50000917,50000895,Czechia,Croatia,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5750,2026-09-27T02:45:00+08:00,50000122,50000430,Albania,Belarus,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5752,2026-09-27T02:45:00+08:00,50002287,50003019,North Macedonia,Switzerland,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5755,2026-09-27T02:45:00+08:00,50002857,50002138,Slovakia,Moldova,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5783,2026-09-27T10:00:00+08:00,50283457,50000231,Oakland Roots,Phoenix Rising,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5789,2026-09-27T10:00:00+08:00,50002348,50002461,Orange County SC,Pittsburgh Riverhounds,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5687,2026-09-27T18:00:00+08:00,50001343,50001589,Gangwon FC,Incheon Utd,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5797,2026-09-27T20:00:00+08:00,50003261,50000837,Valladolid,Cordoba,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5737,2026-09-27T20:30:00+08:00,50000940,50000947,De Graafschap,Den Bosch,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5798,2026-09-27T22:15:00+08:00,50002016,50000156,Mallorca,Almeria,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5799,2026-09-28T00:30:00+08:00,50001060,50001872,Eibar,Las Palmas,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5800,2026-09-28T00:30:00+08:00,50000597,50267252,Burgos,CD Eldense,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5801,2026-09-28T03:00:00+08:00,50002367,50001417,Oviedo,Gijon,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5793,2026-09-28T03:58:00+08:00,50002565,50000481,Racing Club,Boca Juniors,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5802,2026-09-29T02:30:00+08:00,50001888,50000687,Leganes,Castellon,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
