fetched_at_utc,hkjc_event_id,kickoff_hkt,home_id,away_id,home,away,sofascore_event_id,sofascore_home_id,sofascore_away_id,sofascore_home,sofascore_away,sofascore_tournament,kickoff_delta_seconds,mapping_status,mapping_reason,h2h_games,home_wins,draws,away_wins,home_goals,away_goals,avg_total_goals,last5,meetings_json,source,quality
2026-09-24T15:43:34+00:00,FB5743,2026-09-26T16:00:00+08:00,50003085,50003083,Tokushima Vortis,Tochigi City,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5744,2026-09-26T16:00:00+08:00,50267911,50003284,Iwaki FC,Vegalta Sendai,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5721,2026-09-26T18:30:00+08:00,50001685,50001803,Japan AM,Korea DPR AM,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5794,2026-09-26T20:00:00+08:00,50000705,50002611,Ceuta,Real Sociedad B,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5747,2026-09-26T21:00:00+08:00,50002862,50002769,Slovenia,Scotland,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5768,2026-09-26T22:00:00+08:00,50002985,50002449,Stockport,Peterborough,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5769,2026-09-26T22:00:00+08:00,50003385,50002585,Wycombe,Reading,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5770,2026-09-26T22:00:00+08:00,50000654,50000022,Cambridge Utd,AFC Wimbledon,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5771,2026-09-26T22:00:00+08:00,50002466,50000604,Plymouth,Burton Albion,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5772,2026-09-26T22:00:00+08:00,50002256,50001462,Newport County,Grimsby,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5773,2026-09-26T22:00:00+08:00,50001248,50002641,Fleetwood,Rochdale,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5774,2026-09-26T22:00:00+08:00,50002660,50000893,Rotherham,Crewe,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5775,2026-09-26T22:00:00+08:00,50000732,50000738,Cheltenham,Chesterfield,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5776,2026-09-26T22:00:00+08:00,50003113,50003349,Tranmere,Walsall,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5777,2026-09-26T22:00:00+08:00,50000578,50001142,Bristol Rovers,Exeter City,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5778,2026-09-26T22:00:00+08:00,50002829,50000793,Shrewsbury,Colchester,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5779,2026-09-26T22:00:00+08:00,50003017,50000049,Swindon,Accrington Stanley,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
2026-09-24T15:43:34+00:00,FB5784,2026-09-26T22:00:00+08:00,50003402,50001419,York City,Gillingham,,,,,,,,SOURCE_UNAVAILABLE,schedule_fetch_failed,0,0,0,0,0,0,,,[],SOFASCORE,SOURCE_UNAVAILABLE
