DATE,TIME,LEAGUE,HOME TEAM,AWAY TEAM,HOME PER,DRAW PER,AWAY PER,1X PER,12 PER,X2 PER,OVER 1.5,UNDER 2.5,OVER 2.5,BTS,OTS,NAME,SOURCE_URL,SOURCE_DATE,SOURCE_TIME,TIMEZONE,HOME_AWAY_EXPLICIT
20/09/2026,16:30,,Deportivo A Coruna,Real Betis,27,23,50,50,77,73,73,45,55,58,42,BCL,https://www.betclan.com/predictionsdetails/football/200657798/deportivo-a-coruna-v-real-betis-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 17:30,17:30,Europe/London,1
20/09/2026,16:30,,Las Palmas,Burgos,51,26,23,77,74,49,60,59,41,45,55,BCL,https://www.betclan.com/predictionsdetails/football/200658732/las-palmas-v-burgos-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 17:30,17:30,Europe/London,1
20/09/2026,16:30,,Villarreal,Levante,66,19,15,85,81,34,76,31,69,61,39,BCL,https://www.betclan.com/predictionsdetails/football/200657807/villarreal-v-levante-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 17:30,17:30,Europe/London,1
20/09/2026,17:00,,Dečić,Mornar,33,34,33,67,66,67,56,67,33,41,59,BCL,https://www.betclan.com/predictionsdetails/football/1558529/dečić-v-mornar-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 18:00,18:00,Europe/London,1
20/09/2026,17:30,,Modena,Empoli,61,24,15,85,76,39,68,48,52,53,47,BCL,https://www.betclan.com/predictionsdetails/football/200556432/modena-v-empoli-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 18:30,18:30,Europe/London,1
20/09/2026,17:30,,Paderborn,TSG Hoffenheim,21,20,59,41,80,79,84,31,69,69,31,BCL,https://www.betclan.com/predictionsdetails/football/200550969/paderborn-v-tsg-hoffenheim-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 18:30,18:30,Europe/London,1
20/09/2026,18:30,,Balzan FC,Sliema Wanderers,25,23,52,48,77,75,68,45,55,53,47,BCL,https://www.betclan.com/predictionsdetails/football/1582280/balzan-fc-v-sliema-wanderers-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 19:30,19:30,Europe/London,1
20/09/2026,18:45,,AC Milan,Lecce,78,15,7,93,85,22,54,41,59,39,61,BCL,https://www.betclan.com/predictionsdetails/football/200554012/ac-milan-v-lecce-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 19:45,19:45,Europe/London,1
20/09/2026,18:45,,Marseille,PSG,12,16,72,28,84,88,78,27,73,63,37,BCL,https://www.betclan.com/predictionsdetails/football/200549170/marseille-v-psg-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 19:45,19:45,Europe/London,1
20/09/2026,19:00,,Anzoátegui FC,Caracas FC,25,26,49,51,74,75,73,44,56,58,42,BCL,https://www.betclan.com/predictionsdetails/football/1638770/anzoátegui-fc-v-caracas-fc-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 20:00,20:00,Europe/London,1
20/09/2026,19:00,,Goias,Avai,55,27,18,82,73,45,56,65,35,41,59,BCL,https://www.betclan.com/predictionsdetails/football/200932946/goias-v-avai-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 20:00,20:00,Europe/London,1
20/09/2026,19:00,,HFX Wanderers FC,York United,56,24,20,80,76,44,83,33,67,68,32,BCL,https://www.betclan.com/predictionsdetails/football/1517351/hfx-wanderers-fc-v-york-united-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 20:00,20:00,Europe/London,1
20/09/2026,19:00,,Leganes,Granada,51,29,20,80,71,49,58,62,38,43,57,BCL,https://www.betclan.com/predictionsdetails/football/200658737/leganes-v-granada-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 20:00,20:00,Europe/London,1
20/09/2026,19:00,,Sportivo San Lorenzo,Olimpia Asuncion,9,19,72,28,81,91,60,64,36,45,55,BCL,https://www.betclan.com/predictionsdetails/football/201330109/sportivo-san-lorenzo-v-olimpia-asuncion-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 20:00,20:00,Europe/London,1
20/09/2026,19:00,,Valencia,Real Sociedad,29,36,35,65,64,71,73,48,52,58,42,BCL,https://www.betclan.com/predictionsdetails/football/200657828/valencia-v-real-sociedad-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 20:00,20:00,Europe/London,1
20/09/2026,20:00,,Rentistas,Oriental,47,28,25,75,72,53,69,40,60,54,46,BCL,https://www.betclan.com/predictionsdetails/football/1639307/rentistas-v-oriental-prediction-h2h-tip-and-match-preview/,Date 2026-09-20 21:00,21:00,Europe/London,1
21/09/2026,01:15,,Llaneros,Atletico Nacional,22,24,54,46,76,78,68,49,51,53,47,BCL,https://www.betclan.com/predictionsdetails/football/200540665/llaneros-v-atletico-nacional-prediction-h2h-tip-and-match-preview/,Date 2026-09-21 02:15,02:15,Europe/London,1
