built_at,external_fixture_id,github_forebet_date,github_forebet_time,github_forebet_league,github_forebet_home,github_forebet_away,home_away_explicit,match_status,match_reason,candidate_count,hkjc_event_id,our_forebet_home,our_forebet_away,hkjc_home,hkjc_away,hkjc_kickoff_hkt,source_count_total,sources_total,source_count_consensus,sources_consensus,learned_alias_count,learned_aliases,master_direct_source_count,master_direct_sources,master_global_source_count,master_global_sources,identity_evidence,consensus_home,consensus_draw,consensus_away,consensus_over25,consensus_under25,consensus_btts_yes,consensus_btts_no
2026-09-23 23:26:23,FB5596,2026-09-24,18:45,ENL,Netherlands,Germany,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,5,FB5596,Netherlands,Germany,Netherlands,Germany,2026-09-25 02:45,5,BCL+FST+FRB+PRE+STA,5,BCL+FST+FRB+PRE+STA,0,,5,BCL+FST+FRB+PRE+STA,1,FRB,"[{""source"": ""BCL"", ""home"": ""Netherlands"", ""away"": ""Germany"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}, {""source"": ""FST"", ""home"": ""Netherlands"", ""away"": ""Germany"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}, {""source"": ""FRB"", ""home"": ""Netherlands"", ""away"": ""Germany"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_GLOBAL""}, {""source"": ""PRE"", ""home"": ""Netherlands"", ""away"": ""Germany"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}, {""source"": ""STA"", ""home"": ""Netherlands"", ""away"": ""Germany"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}]",33.7,37.3,29.0,66.73,33.27,67.76,32.24
2026-09-23 23:26:23,FB5597,2026-09-24,18:45,ENL,Kosovo,Republic of Ireland,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,4,FB5597,Kosovo,Republic of Ireland,Kosovo,Republic of Ireland,2026-09-25 02:45,4,BCL+FST+FRB+PRE,4,BCL+FST+FRB+PRE,0,,4,BCL+FST+FRB+PRE,2,FRB+PRE,"[{""source"": ""BCL"", ""home"": ""Kosovo"", ""away"": ""Rep of Ireland"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}, {""source"": ""FST"", ""home"": ""Kosovo"", ""away"": ""Rep of Ireland"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}, {""source"": ""FRB"", ""home"": ""Kosovo"", ""away"": ""Ireland"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_GLOBAL""}, {""source"": ""PRE"", ""home"": ""Kosovo"", ""away"": ""Ireland"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_GLOBAL""}]",41.05,28.93,30.02,41.09,58.91,42.73,57.27
2026-09-23 23:26:23,FB5598,2026-09-24,18:45,ENL,Austria,Israel,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,5,FB5598,Austria,Israel,Austria,Israel,2026-09-25 02:45,5,BCL+FST+FRB+PRE+STA,5,BCL+FST+FRB+PRE+STA,0,,5,BCL+FST+FRB+PRE+STA,1,FRB,"[{""source"": ""BCL"", ""home"": ""Austria"", ""away"": ""Israel"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}, {""source"": ""FST"", ""home"": ""Austria"", ""away"": ""Israel"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}, {""source"": ""FRB"", ""home"": ""Austria"", ""away"": ""Israel"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_GLOBAL""}, {""source"": ""PRE"", ""home"": ""Austria"", ""away"": ""Israel"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}, {""source"": ""STA"", ""home"": ""Austria"", ""away"": ""Israel"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_SOURCE""}]",61.25,23.23,15.52,68.18,31.82,54.9,45.1
2026-09-23 23:26:23,FB5690,2026-09-24,19:00,ANQ,Tunisia,Uganda,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,1,FB5690,Tunisia,Uganda,Tunisia,Uganda,2026-09-25 03:00,1,PRE,1,PRE,0,,1,PRE,1,PRE,"[{""source"": ""PRE"", ""home"": ""Tunisia"", ""away"": ""Uganda"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_GLOBAL""}]",43.0,36.0,21.0,44.0,56.0,41.0,59.0
2026-09-23 23:26:23,FB5694,2026-09-24,19:00,ANQ,Cameroon,Comoros,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,2,FB5694,Cameroon,Comoros,Cameroon,Comoros,2026-09-25 03:00,2,BCL+PRE,2,BCL+PRE,0,,2,BCL+PRE,2,BCL+PRE,"[{""source"": ""BCL"", ""home"": ""Cameroon"", ""away"": ""Comoros"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_GLOBAL""}, {""source"": ""PRE"", ""home"": ""Cameroon"", ""away"": ""Comoros"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_GLOBAL""}]",63.14,25.57,11.29,45.14,54.86,32.19,67.81
2026-09-23 23:26:23,FB5696,2026-09-24,19:00,ANQ,Cote d'Ivoire,Ghana,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,1,FB5696,Cote d'Ivoire,Ghana,Cote d'Ivoire,Ghana,2026-09-25 03:00,1,PRE,1,PRE,0,,1,PRE,1,PRE,"[{""source"": ""PRE"", ""home"": ""Cote d'Ivoire"", ""away"": ""Ghana"", ""match_similarity"": 100.0, ""match_quality"": ""MASTER_GLOBAL""}]",42.0,34.0,24.0,42.0,58.0,42.0,58.0
2026-09-23 23:26:23,FB5635,2026-09-24,20:57,CHC,O'Higgins,Deportes Santa Cruz,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5635,O'Higgins,Deportes Santa Cruz,O'Higgins,Deportes Santa Cruz,2026-09-25 04:57,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5636,2026-09-24,23:27,CHC,Everton VM,Universidad Chile,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5636,Everton VM,Universidad Chile,Everton VM,Universidad Chile,2026-09-25 07:27,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5689,2026-09-25,00:00,CNL,Haiti,Trinidad and Tobago,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5689,Haiti,Trinidad and Tobago,Haiti,Trinidad and Tobago,2026-09-25 08:00,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5700,2026-09-25,00:00,CNL,Dominican Republic,Nicaragua,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5700,Dominican Republic,Nicaragua,Dominican Republic,Nicaragua,2026-09-25 08:00,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5673,2026-09-25,01:00,MD1,Mineros Zacatecas,Piratas FC,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5673,Mineros Zacatecas,Piratas FC,Mineros Zacatecas,Piratas FC,2026-09-25 09:00,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5674,2026-09-25,01:00,MD1,Oaxaca,Atletico La Paz,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5674,Oaxaca,Atletico La Paz,Oaxaca,Atletico La Paz,2026-09-25 09:00,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5688,2026-09-25,02:00,CNL,Costa Rica,Curacao,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5688,Costa Rica,Curacao,Costa Rica,Curacao,2026-09-25 10:00,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5702,2026-09-25,05:00,AMF,Uzbekistan AM,Saudi Arabia AM,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5702,Uzbekistan AM,Saudi Arabia AM,Uzbekistan AM,Saudi Arabia AM,2026-09-25 13:00,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5666,2026-09-25,06:00,AWF,Korea DPR Women,Chinese Taipei Women,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5666,Korea DPR Women,Chinese Taipei Women,Korea DPR Women,Chinese Taipei Women,2026-09-25 14:00,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5667,2026-09-25,06:00,AWF,China Women,Vietnam Women,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5667,China Women,Vietnam Women,China Women,Vietnam Women,2026-09-25 14:00,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5668,2026-09-25,10:30,AWF,Japan Women,Philippines Women,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5668,Japan Women,Philippines Women,Japan Women,Philippines Women,2026-09-25 18:30,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5669,2026-09-25,10:30,AWF,Korea Republic Women,Uzbekistan Women,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5669,Korea Republic Women,Uzbekistan Women,Korea Republic Women,Uzbekistan Women,2026-09-25 18:30,0,,0,,0,,0,,0,,[],,,,,,,
2026-09-23 23:26:23,FB5703,2026-09-25,10:30,AMF,Korea Republic AM,Vietnam AM,1,HKJC_ANCHOR,HKJC_AUTHORITY_FIXTURE,0,FB5703,Korea Republic AM,Vietnam AM,Korea Republic AM,Vietnam AM,2026-09-25 18:30,0,,0,,0,,0,,0,,[],,,,,,,
